"","Phenotype","Population","Parent population","Filename","Center","Sample","Replicate","Cell count","Parent Cell count","Population #"
"165","","Live","Singlets","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","74267","76416","4"
"166","CD3+","CD3+","Live","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","50311","74267","5"
"167","CD4+CD8-","CD4+","CD3+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","32995","50311","6"
"168","CD4-CD8+","CD8+","CD3+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","10868","50311","7"
"169","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","28786","32995","8"
"170","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","2889","32995","9"
"171","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","1143","32995","10"
"172","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","177","32995","11"
"173","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","8735","10868","12"
"174","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","1698","10868","13"
"175","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","350","10868","14"
"176","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","85","10868","15"
"177","CD4+CD38-DR-","38-DR-","CD4+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","15819","32995","16"
"178","CD4+CD38+DR-","38+DR-","CD4+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","15526","32995","17"
"179","CD4+CD38-DR+","38-DR+","CD4+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","905","32995","18"
"180","CD4+CD38+DR+","38+DR+","CD4+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","745","32995","19"
"181","CD8+CD38-DR-","38-DR-","CD8+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","10052","10868","20"
"182","CD8+CD38+DR-","38+DR-","CD8+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","683","10868","21"
"183","CD8+CD38-DR+","38-DR+","CD8+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","55","10868","22"
"184","CD8+CD38+DR+","38+DR+","CD8+","TH1_TH2_TH17_1369_002_P1.fcs","CIMR","TH1_TH2_TH17_1369_002_P1","2","78","10868","23"
"185","","All cells","","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","160416","","1"
"186","","Lymphocytes","All cells","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","81389","160416","2"
"187","","Singlets","Lymphocytes","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","78600","81389","3"
"188","","Live","Singlets","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","75668","78600","4"
"189","CD3+","CD3+","Live","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","50727","75668","5"
"190","CD4+CD8-","CD4+","CD3+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","33316","50727","6"
"191","CD4-CD8+","CD8+","CD3+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","10856","50727","7"
"192","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","29592","33316","8"
"193","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","2391","33316","9"
"194","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","1165","33316","10"
"195","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","168","33316","11"
"196","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","9075","10856","12"
"197","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","1346","10856","13"
"198","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","359","10856","14"
"199","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","76","10856","15"
"200","CD4+CD38-DR-","38-DR-","CD4+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","15442","33316","16"
"201","CD4+CD38+DR-","38+DR-","CD4+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","16208","33316","17"
"202","CD4+CD38-DR+","38-DR+","CD4+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","920","33316","18"
"203","CD4+CD38+DR+","38+DR+","CD4+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","746","33316","19"
"204","CD8+CD38-DR-","38-DR-","CD8+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","9830","10856","20"
"205","CD8+CD38+DR-","38+DR-","CD8+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","901","10856","21"
"206","CD8+CD38-DR+","38-DR+","CD8+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","49","10856","22"
"207","CD8+CD38+DR+","38+DR+","CD8+","TH1_TH2_TH17_1369_P1.fcs","CIMR","TH1_TH2_TH17_1369_P1","3","76","10856","23"
"208","","All cells","","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","367135","","1"
"209","","Lymphocytes","All cells","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","188628","367135","2"
"210","","Singlets","Lymphocytes","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","183758","188628","3"
"211","","Live","Singlets","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","175769","183758","4"
"212","CD3+","CD3+","Live","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","111223","175769","5"
"213","CD4+CD8-","CD4+","CD3+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","49275","111223","6"
"214","CD4-CD8+","CD8+","CD3+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","54828","111223","7"
"215","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","40060","49275","8"
"216","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","7244","49275","9"
"217","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","1687","49275","10"
"218","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","284","49275","11"
"219","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","38019","54828","12"
"220","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","14615","54828","13"
"221","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","1268","54828","14"
"222","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","926","54828","15"
"223","CD4+CD38-DR-","38-DR-","CD4+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","24684","49275","16"
"224","CD4+CD38+DR-","38+DR-","CD4+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","22840","49275","17"
"225","CD4+CD38-DR+","38-DR+","CD4+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","1007","49275","18"
"226","CD4+CD38+DR+","38+DR+","CD4+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","744","49275","19"
"227","CD8+CD38-DR-","38-DR-","CD8+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","49420","54828","20"
"228","CD8+CD38+DR-","38+DR-","CD8+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","3383","54828","21"
"229","CD8+CD38-DR+","38-DR+","CD8+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","1467","54828","22"
"230","CD8+CD38+DR+","38+DR+","CD8+","12828_1_TH1,2f,2,2f,17.fcs","Baylor","12828_1_TH1,2f,2,2f,17","1","558","54828","23"
"231","","All cells","","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","209620","","1"
"232","","Lymphocytes","All cells","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","107906","209620","2"
"233","","Singlets","Lymphocytes","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","105092","107906","3"
"234","","Live","Singlets","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","100173","105092","4"
"235","CD3+","CD3+","Live","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","64226","100173","5"
"236","CD4+CD8-","CD4+","CD3+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","28211","64226","6"
"237","CD4-CD8+","CD8+","CD3+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","31669","64226","7"
"238","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","22556","28211","8"
"239","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","4526","28211","9"
"240","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","951","28211","10"
"241","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","178","28211","11"
"242","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","21544","31669","12"
"243","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","8858","31669","13"
"244","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","699","31669","14"
"245","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","568","31669","15"
"246","CD4+CD38-DR-","38-DR-","CD4+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","13871","28211","16"
"247","CD4+CD38+DR-","38+DR-","CD4+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","12929","28211","17"
"248","CD4+CD38-DR+","38-DR+","CD4+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","883","28211","18"
"249","CD4+CD38+DR+","38+DR+","CD4+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","528","28211","19"
"250","CD8+CD38-DR-","38-DR-","CD8+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","28751","31669","20"
"251","CD8+CD38+DR-","38+DR-","CD8+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","1658","31669","21"
"252","CD8+CD38-DR+","38-DR+","CD8+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","896","31669","22"
"253","CD8+CD38+DR+","38+DR+","CD8+","12828_2_TH1,2f,2,2f,17.fcs","Baylor","12828_2_TH1,2f,2,2f,17","2","364","31669","23"
"254","","All cells","","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","366597","","1"
"255","","Lymphocytes","All cells","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","182286","366597","2"
"256","","Singlets","Lymphocytes","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","177858","182286","3"
"257","","Live","Singlets","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","170835","177858","4"
"258","CD3+","CD3+","Live","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","109801","170835","5"
"259","CD4+CD8-","CD4+","CD3+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","48751","109801","6"
"260","CD4-CD8+","CD8+","CD3+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","53693","109801","7"
"261","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","39423","48751","8"
"262","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","7377","48751","9"
"263","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","1659","48751","10"
"264","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","291","48751","11"
"265","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","37131","53693","12"
"266","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","14414","53693","13"
"267","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","1337","53693","14"
"268","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","811","53693","15"
"269","CD4+CD38-DR-","38-DR-","CD4+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","23730","48751","16"
"270","CD4+CD38+DR-","38+DR-","CD4+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","22583","48751","17"
"271","CD4+CD38-DR+","38-DR+","CD4+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","1500","48751","18"
"272","CD4+CD38+DR+","38+DR+","CD4+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","938","48751","19"
"273","CD8+CD38-DR-","38-DR-","CD8+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","47852","53693","20"
"274","CD8+CD38+DR-","38+DR-","CD8+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","4103","53693","21"
"275","CD8+CD38-DR+","38-DR+","CD8+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","1124","53693","22"
"276","CD8+CD38+DR+","38+DR+","CD8+","12828_3_TH1,2f,2,2f,17.fcs","Baylor","12828_3_TH1,2f,2,2f,17","3","614","53693","23"
"277","","All cells","","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","434475","","1"
"278","","Lymphocytes","All cells","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","198167","434475","2"
"279","","Singlets","Lymphocytes","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","193531","198167","3"
"280","","Live","Singlets","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","188422","193531","4"
"281","CD3+","CD3+","Live","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","122132","188422","5"
"282","CD4+CD8-","CD4+","CD3+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","61996","122132","6"
"283","CD4-CD8+","CD8+","CD3+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","46361","122132","7"
"284","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","57334","61996","8"
"285","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","2182","61996","9"
"286","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","2134","61996","10"
"287","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","346","61996","11"
"288","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","41408","46361","12"
"289","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","3098","46361","13"
"290","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","1404","46361","14"
"291","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","451","46361","15"
"292","CD4+CD38-DR-","38-DR-","CD4+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","37217","61996","16"
"293","CD4+CD38+DR-","38+DR-","CD4+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","21679","61996","17"
"294","CD4+CD38-DR+","38-DR+","CD4+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","1973","61996","18"
"295","CD4+CD38+DR+","38+DR+","CD4+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","1127","61996","19"
"296","CD8+CD38-DR-","38-DR-","CD8+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","41236","46361","20"
"297","CD8+CD38+DR-","38+DR-","CD8+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","3244","46361","21"
"298","CD8+CD38-DR+","38-DR+","CD8+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","1128","46361","22"
"299","CD8+CD38+DR+","38+DR+","CD8+","1349_1_TH1,2f,2,2f,17.fcs","Baylor","1349_1_TH1,2f,2,2f,17","1","753","46361","23"
"300","","All cells","","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","434103","","1"
"301","","Lymphocytes","All cells","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","192618","434103","2"
"302","","Singlets","Lymphocytes","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","187977","192618","3"
"303","","Live","Singlets","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","183490","187977","4"
"304","CD3+","CD3+","Live","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","115937","183490","5"
"305","CD4+CD8-","CD4+","CD3+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","58578","115937","6"
"306","CD4-CD8+","CD8+","CD3+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","43874","115937","7"
"307","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","54373","58578","8"
"308","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","1861","58578","9"
"309","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","2065","58578","10"
"310","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","279","58578","11"
"311","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","39385","43874","12"
"312","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","2734","43874","13"
"313","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","1346","43874","14"
"314","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","409","43874","15"
"315","CD4+CD38-DR-","38-DR-","CD4+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","35731","58578","16"
"316","CD4+CD38+DR-","38+DR-","CD4+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","19918","58578","17"
"317","CD4+CD38-DR+","38-DR+","CD4+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","1800","58578","18"
"318","CD4+CD38+DR+","38+DR+","CD4+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","1129","58578","19"
"319","CD8+CD38-DR-","38-DR-","CD8+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","37800","43874","20"
"320","CD8+CD38+DR-","38+DR-","CD8+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","4070","43874","21"
"321","CD8+CD38-DR+","38-DR+","CD8+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","1109","43874","22"
"322","CD8+CD38+DR+","38+DR+","CD8+","1349_2_TH1,2f,2,2f,17.fcs","Baylor","1349_2_TH1,2f,2,2f,17","2","895","43874","23"
"323","","All cells","","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","398400","","1"
"324","","Lymphocytes","All cells","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","181008","398400","2"
"325","","Singlets","Lymphocytes","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","176687","181008","3"
"326","","Live","Singlets","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","172719","176687","4"
"327","CD3+","CD3+","Live","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","112865","172719","5"
"328","CD4+CD8-","CD4+","CD3+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","57573","112865","6"
"329","CD4-CD8+","CD8+","CD3+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","42191","112865","7"
"330","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","53095","57573","8"
