"","Phenotype","Population","Parent population","Filename","Center","Sample","Replicate","Cell count","Parent Cell count","Population #"
"226","CD4+CD38+DR+","38+DR+","CD4+","12828_1_T CELL.fcs","Baylor","12828_1_T CELL","1","220","6087","19"
"227","CD8+CD38-DR-","38-DR-","CD8+","12828_1_T CELL.fcs","Baylor","12828_1_T CELL","1","4465","5177","20"
"228","CD8+CD38+DR-","38+DR-","CD8+","12828_1_T CELL.fcs","Baylor","12828_1_T CELL","1","453","5177","21"
"229","CD8+CD38-DR+","38-DR+","CD8+","12828_1_T CELL.fcs","Baylor","12828_1_T CELL","1","194","5177","22"
"230","CD8+CD38+DR+","38+DR+","CD8+","12828_1_T CELL.fcs","Baylor","12828_1_T CELL","1","65","5177","23"
"231","","All cells","","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","363250","","1"
"232","","Lymphocytes","All cells","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","187882","363250","2"
"233","","Singlets","Lymphocytes","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","183041","187882","3"
"234","","Live","Singlets","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","174355","183041","4"
"235","CD3+","CD3+","Live","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","110247","174355","5"
"236","CD4+CD8-","CD4+","CD3+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","49415","110247","6"
"237","CD4-CD8+","CD8+","CD3+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","51809","110247","7"
"238","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","11514","49415","8"
"239","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","17515","49415","9"
"240","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","380","49415","10"
"241","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","20006","49415","11"
"242","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","13206","51809","12"
"243","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","688","51809","13"
"244","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","19390","51809","14"
"245","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","18525","51809","15"
"246","CD4+CD38-DR-","38-DR-","CD4+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","22565","49415","16"
"247","CD4+CD38+DR-","38+DR-","CD4+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","21908","49415","17"
"248","CD4+CD38-DR+","38-DR+","CD4+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","2966","49415","18"
"249","CD4+CD38+DR+","38+DR+","CD4+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","1976","49415","19"
"250","CD8+CD38-DR-","38-DR-","CD8+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","44836","51809","20"
"251","CD8+CD38+DR-","38+DR-","CD8+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","4382","51809","21"
"252","CD8+CD38-DR+","38-DR+","CD8+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","1792","51809","22"
"253","CD8+CD38+DR+","38+DR+","CD8+","12828_2_T CELL.fcs","Baylor","12828_2_T CELL","2","799","51809","23"
"254","","All cells","","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","320072","","1"
"255","","Lymphocytes","All cells","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","161669","320072","2"
"256","","Singlets","Lymphocytes","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","157632","161669","3"
"257","","Live","Singlets","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","151125","157632","4"
"258","CD3+","CD3+","Live","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","95592","151125","5"
"259","CD4+CD8-","CD4+","CD3+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","44071","95592","6"
"260","CD4-CD8+","CD8+","CD3+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","43319","95592","7"
"261","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","9904","44071","8"
"262","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","15778","44071","9"
"263","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","427","44071","10"
"264","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","17962","44071","11"
"265","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","10887","43319","12"
"266","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","577","43319","13"
"267","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","15929","43319","14"
"268","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","15926","43319","15"
"269","CD4+CD38-DR-","38-DR-","CD4+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","20373","44071","16"
"270","CD4+CD38+DR-","38+DR-","CD4+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","19290","44071","17"
"271","CD4+CD38-DR+","38-DR+","CD4+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","2657","44071","18"
"272","CD4+CD38+DR+","38+DR+","CD4+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","1750","44071","19"
"273","CD8+CD38-DR-","38-DR-","CD8+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","37445","43319","20"
"274","CD8+CD38+DR-","38+DR-","CD8+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","3708","43319","21"
"275","CD8+CD38-DR+","38-DR+","CD8+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","1542","43319","22"
"276","CD8+CD38+DR+","38+DR+","CD8+","12828_3_T CELL.fcs","Baylor","12828_3_T CELL","3","624","43319","23"
"277","","All cells","","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","377522","","1"
"278","","Lymphocytes","All cells","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","178560","377522","2"
"279","","Singlets","Lymphocytes","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","174608","178560","3"
"280","","Live","Singlets","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","169839","174608","4"
"281","CD3+","CD3+","Live","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","109344","169839","5"
"282","CD4+CD8-","CD4+","CD3+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","56703","109344","6"
"283","CD4-CD8+","CD8+","CD3+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","37794","109344","7"
"284","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","24516","56703","8"
"285","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","14447","56703","9"
"286","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","2753","56703","10"
"287","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","14987","56703","11"
"288","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","9570","37794","12"
"289","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","442","37794","13"
"290","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","8422","37794","14"
"291","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","19360","37794","15"
"292","CD4+CD38-DR-","38-DR-","CD4+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","31084","56703","16"
"293","CD4+CD38+DR-","38+DR-","CD4+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","19948","56703","17"
"294","CD4+CD38-DR+","38-DR+","CD4+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","3838","56703","18"
"295","CD4+CD38+DR+","38+DR+","CD4+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","1833","56703","19"
"296","CD8+CD38-DR-","38-DR-","CD8+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","32759","37794","20"
"297","CD8+CD38+DR-","38+DR-","CD8+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","3145","37794","21"
"298","CD8+CD38-DR+","38-DR+","CD8+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","1255","37794","22"
"299","CD8+CD38+DR+","38+DR+","CD8+","1349_1_T CELL.fcs","Baylor","1349_1_T CELL","1","635","37794","23"
"300","","All cells","","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","483291","","1"
"301","","Lymphocytes","All cells","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","206890","483291","2"
"302","","Singlets","Lymphocytes","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","202019","206890","3"
"303","","Live","Singlets","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","196906","202019","4"
"304","CD3+","CD3+","Live","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","123719","196906","5"
"305","CD4+CD8-","CD4+","CD3+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","62965","123719","6"
"306","CD4-CD8+","CD8+","CD3+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","44316","123719","7"
"307","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","30058","62965","8"
"308","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","13679","62965","9"
"309","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","3465","62965","10"
"310","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","15763","62965","11"
"311","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","13668","44316","12"
"312","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","846","44316","13"
"313","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","8413","44316","14"
"314","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","21389","44316","15"
"315","CD4+CD38-DR-","38-DR-","CD4+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","36713","62965","16"
"316","CD4+CD38+DR-","38+DR-","CD4+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","19955","62965","17"
"317","CD4+CD38-DR+","38-DR+","CD4+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","4394","62965","18"
"318","CD4+CD38+DR+","38+DR+","CD4+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","1903","62965","19"
"319","CD8+CD38-DR-","38-DR-","CD8+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","38506","44316","20"
"320","CD8+CD38+DR-","38+DR-","CD8+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","3594","44316","21"
"321","CD8+CD38-DR+","38-DR+","CD8+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","1378","44316","22"
"322","CD8+CD38+DR+","38+DR+","CD8+","1349_2_T CELL.fcs","Baylor","1349_2_T CELL","2","838","44316","23"
"323","","All cells","","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","441735","","1"
"324","","Lymphocytes","All cells","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","189339","441735","2"
"325","","Singlets","Lymphocytes","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","184674","189339","3"
"326","","Live","Singlets","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","179678","184674","4"
"327","CD3+","CD3+","Live","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","112342","179678","5"
"328","CD4+CD8-","CD4+","CD3+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","57321","112342","6"
"329","CD4-CD8+","CD8+","CD3+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","39626","112342","7"
"330","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","30341","57321","8"
"331","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","9573","57321","9"
"332","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","3604","57321","10"
"333","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","13803","57321","11"
"334","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","11761","39626","12"
"335","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","506","39626","13"
"336","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","7917","39626","14"
"337","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","19442","39626","15"
"338","CD4+CD38-DR-","38-DR-","CD4+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","33067","57321","16"
"339","CD4+CD38+DR-","38+DR-","CD4+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","18521","57321","17"
"340","CD4+CD38-DR+","38-DR+","CD4+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","4067","57321","18"
"341","CD4+CD38+DR+","38+DR+","CD4+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","1665","57321","19"
"342","CD8+CD38-DR-","38-DR-","CD8+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","34422","39626","20"
"343","CD8+CD38+DR-","38+DR-","CD8+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","3222","39626","21"
"344","CD8+CD38-DR+","38-DR+","CD8+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","1241","39626","22"
"345","CD8+CD38+DR+","38+DR+","CD8+","1349_3_T CELL.fcs","Baylor","1349_3_T CELL","3","741","39626","23"
"346","","All cells","","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","194364","","1"
"347","","Lymphocytes","All cells","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","123482","194364","2"
"348","","Singlets","Lymphocytes","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","120638","123482","3"
"349","","Live","Singlets","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","114606","120638","4"
"350","CD3+","CD3+","Live","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","86571","114606","5"
"351","CD4+CD8-","CD4+","CD3+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","52198","86571","6"
"352","CD4-CD8+","CD8+","CD3+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","18427","86571","7"
"353","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","16689","52198","8"
"354","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","13863","52198","9"
"355","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","562","52198","10"
"356","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","21084","52198","11"
"357","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","8975","18427","12"
"358","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","788","18427","13"
"359","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","1260","18427","14"
"360","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","7404","18427","15"
"361","CD4+CD38-DR-","38-DR-","CD4+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","22855","52198","16"
"362","CD4+CD38+DR-","38+DR-","CD4+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","24123","52198","17"
"363","CD4+CD38-DR+","38-DR+","CD4+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","2563","52198","18"
"364","CD4+CD38+DR+","38+DR+","CD4+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","2657","52198","19"
"365","CD8+CD38-DR-","38-DR-","CD8+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","15961","18427","20"
"366","CD8+CD38+DR-","38+DR-","CD8+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","1544","18427","21"
"367","CD8+CD38-DR+","38-DR+","CD8+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","623","18427","22"
"368","CD8+CD38+DR+","38+DR+","CD8+","1369_1_T CELL.fcs","Baylor","1369_1_T CELL","1","299","18427","23"
"369","","All cells","","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","210124","","1"
"370","","Lymphocytes","All cells","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","135857","210124","2"
"371","","Singlets","Lymphocytes","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","132476","135857","3"
"372","","Live","Singlets","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","125852","132476","4"
"373","CD3+","CD3+","Live","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","94153","125852","5"
"374","CD4+CD8-","CD4+","CD3+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","56798","94153","6"
"375","CD4-CD8+","CD8+","CD3+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","19719","94153","7"
"376","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","17996","56798","8"
"377","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","15384","56798","9"
"378","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","539","56798","10"
"379","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","22879","56798","11"
"380","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","9595","19719","12"
"381","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","815","19719","13"
"382","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","1313","19719","14"
"383","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","7996","19719","15"
"384","CD4+CD38-DR-","38-DR-","CD4+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","24618","56798","16"
"385","CD4+CD38+DR-","38+DR-","CD4+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","26500","56798","17"
"386","CD4+CD38-DR+","38-DR+","CD4+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","2833","56798","18"
"387","CD4+CD38+DR+","38+DR+","CD4+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","2847","56798","19"
"388","CD8+CD38-DR-","38-DR-","CD8+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","17077","19719","20"
"389","CD8+CD38+DR-","38+DR-","CD8+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","1656","19719","21"
"390","CD8+CD38-DR+","38-DR+","CD8+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","670","19719","22"
"391","CD8+CD38+DR+","38+DR+","CD8+","1369_2_T CELL.fcs","Baylor","1369_2_T CELL","2","316","19719","23"
"392","","All cells","","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","203584","","1"
"393","","Lymphocytes","All cells","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","130624","203584","2"
"394","","Singlets","Lymphocytes","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","127064","130624","3"
"395","","Live","Singlets","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","120710","127064","4"
"396","CD3+","CD3+","Live","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","90808","120710","5"
"397","CD4+CD8-","CD4+","CD3+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","54927","90808","6"
"398","CD4-CD8+","CD8+","CD3+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","18493","90808","7"
"399","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","19080","54927","8"
"400","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","12480","54927","9"
"401","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","1011","54927","10"
"402","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","22356","54927","11"
"403","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","9145","18493","12"
"404","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","796","18493","13"
"405","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","1101","18493","14"
"406","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","7451","18493","15"
"407","CD4+CD38-DR-","38-DR-","CD4+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","24342","54927","16"
"408","CD4+CD38+DR-","38+DR-","CD4+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","25092","54927","17"
"409","CD4+CD38-DR+","38-DR+","CD4+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","2684","54927","18"
"410","CD4+CD38+DR+","38+DR+","CD4+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","2809","54927","19"
"411","CD8+CD38-DR-","38-DR-","CD8+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","16029","18493","20"
"412","CD8+CD38+DR-","38+DR-","CD8+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","1539","18493","21"
"413","CD8+CD38-DR+","38-DR+","CD8+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","614","18493","22"
"414","CD8+CD38+DR+","38+DR+","CD8+","1369_3_T CELL.fcs","Baylor","1369_3_T CELL","3","311","18493","23"
"415","","All cells","","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","153532","","1"
"416","","Lymphocytes","All cells","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","70224","153532","2"
"417","","Singlets","Lymphocytes","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","67663","70224","3"
"418","","Live","Singlets","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","64279","67663","4"
"419","CD3+","CD3+","Live","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","44814","64279","5"
"420","CD4+CD8-","CD4+","CD3+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","17362","44814","6"
"421","CD4-CD8+","CD8+","CD3+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","23768","44814","7"
"422","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","9259","17362","8"
"423","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","4498","17362","9"
"424","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","87","17362","10"
"425","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","3518","17362","11"
"426","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","14786","23768","12"
"427","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","492","23768","13"
"428","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","4567","23768","14"
"429","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","3923","23768","15"
"430","CD4+CD38-DR-","38-DR-","CD4+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","11139","17362","16"
"431","CD4+CD38+DR-","38+DR-","CD4+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","4486","17362","17"
"432","CD4+CD38-DR+","38-DR+","CD4+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","1171","17362","18"
"433","CD4+CD38+DR+","38+DR+","CD4+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","566","17362","19"
