Population Phenotype Filename Center Sample Replicate 'Cell Count' 'Parent Population' 'Parent Count' 'Proportion of Parent'
Monocytes CD3-CD19-CD20-CD14+ DC_MONO_NK_12828001.fcs CIMR 12828 1 13193 'Live Cells' 53791 0.2453
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ DC_MONO_NK_12828001.fcs CIMR 12828 1 181 Monocytes 13193 0.0137
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- DC_MONO_NK_12828001.fcs CIMR 12828 1 2143 CD14-Lineage- 8568 0.2501
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- DC_MONO_NK_12828001.fcs CIMR 12828 1 727 CD14-Lineage- 8568 0.0849
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ DC_MONO_NK_12828001.fcs CIMR 12828 1 3927 CD14-Lineage- 8568 0.4583
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ DC_MONO_NK_12828001.fcs CIMR 12828 1 1771 CD14-Lineage- 8568 0.2067
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ DC_MONO_NK_12828001.fcs CIMR 12828 1 453 CD16-CD56- 2143 0.2114
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- DC_MONO_NK_12828001.fcs CIMR 12828 1 68 HLADR+ 453 0.1501
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- DC_MONO_NK_12828001.fcs CIMR 12828 1 282 HLADR+ 453 0.6225
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ DC_MONO_NK_12828001.fcs CIMR 12828 1 6 HLADR+ 453 0.0132
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ DC_MONO_NK_12828001.fcs CIMR 12828 1 97 HLADR+ 453 0.2141
'All cells'  DC_MONO_NK_1349_001.fcs CIMR 1349 2 67180 none 67180 1
'Lympho and Mono'  DC_MONO_NK_1349_001.fcs CIMR 1349 2 49969 'All cells' 67180 0.7438
'Live Cells'  DC_MONO_NK_1349_001.fcs CIMR 1349 2 46287 'Lympho and Mono' 49969 0.9263
CD14-Lineage- CD3-CD19-CD20-CD14- DC_MONO_NK_1349_001.fcs CIMR 1349 2 6154 'Live Cells' 46287 0.133
Monocytes CD3-CD19-CD20-CD14+ DC_MONO_NK_1349_001.fcs CIMR 1349 2 13697 'Live Cells' 46287 0.2959
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ DC_MONO_NK_1349_001.fcs CIMR 1349 2 727 Monocytes 13697 0.0531
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- DC_MONO_NK_1349_001.fcs CIMR 1349 2 1718 CD14-Lineage- 6154 0.2792
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- DC_MONO_NK_1349_001.fcs CIMR 1349 2 610 CD14-Lineage- 6154 0.0991
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ DC_MONO_NK_1349_001.fcs CIMR 1349 2 2811 CD14-Lineage- 6154 0.4568
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ DC_MONO_NK_1349_001.fcs CIMR 1349 2 1015 CD14-Lineage- 6154 0.1649
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ DC_MONO_NK_1349_001.fcs CIMR 1349 2 483 CD16-CD56- 1718 0.2811
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- DC_MONO_NK_1349_001.fcs CIMR 1349 2 87 HLADR+ 483 0.1801
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- DC_MONO_NK_1349_001.fcs CIMR 1349 2 205 HLADR+ 483 0.4244
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ DC_MONO_NK_1349_001.fcs CIMR 1349 2 31 HLADR+ 483 0.0642
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ DC_MONO_NK_1349_001.fcs CIMR 1349 2 160 HLADR+ 483 0.3313
'All cells'  DC_MONO_NK_1349_002.fcs CIMR 1349 3 67640 none 67640 1
'Lympho and Mono'  DC_MONO_NK_1349_002.fcs CIMR 1349 3 50538 'All cells' 67640 0.7472
'Live Cells'  DC_MONO_NK_1349_002.fcs CIMR 1349 3 46895 'Lympho and Mono' 50538 0.9279
CD14-Lineage- CD3-CD19-CD20-CD14- DC_MONO_NK_1349_002.fcs CIMR 1349 3 6120 'Live Cells' 46895 0.1305
Monocytes CD3-CD19-CD20-CD14+ DC_MONO_NK_1349_002.fcs CIMR 1349 3 13757 'Live Cells' 46895 0.2934
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ DC_MONO_NK_1349_002.fcs CIMR 1349 3 468 Monocytes 13757 0.034
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- DC_MONO_NK_1349_002.fcs CIMR 1349 3 1561 CD14-Lineage- 6120 0.2551
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- DC_MONO_NK_1349_002.fcs CIMR 1349 3 481 CD14-Lineage- 6120 0.0786
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ DC_MONO_NK_1349_002.fcs CIMR 1349 3 2815 CD14-Lineage- 6120 0.46
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ DC_MONO_NK_1349_002.fcs CIMR 1349 3 1263 CD14-Lineage- 6120 0.2064
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ DC_MONO_NK_1349_002.fcs CIMR 1349 3 450 CD16-CD56- 1561 0.2883
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- DC_MONO_NK_1349_002.fcs CIMR 1349 3 86 HLADR+ 450 0.1911
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- DC_MONO_NK_1349_002.fcs CIMR 1349 3 207 HLADR+ 450 0.46
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ DC_MONO_NK_1349_002.fcs CIMR 1349 3 5 HLADR+ 450 0.0111
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ DC_MONO_NK_1349_002.fcs CIMR 1349 3 152 HLADR+ 450 0.3378
'All cells'  DC_MONO_NK_1349.fcs CIMR 1349 1 70000 none 70000 1
'Lympho and Mono'  DC_MONO_NK_1349.fcs CIMR 1349 1 51918 'All cells' 70000 0.7417
'Live Cells'  DC_MONO_NK_1349.fcs CIMR 1349 1 48089 'Lympho and Mono' 51918 0.9262
CD14-Lineage- CD3-CD19-CD20-CD14- DC_MONO_NK_1349.fcs CIMR 1349 1 6439 'Live Cells' 48089 0.1339
Monocytes CD3-CD19-CD20-CD14+ DC_MONO_NK_1349.fcs CIMR 1349 1 14400 'Live Cells' 48089 0.2994
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ DC_MONO_NK_1349.fcs CIMR 1349 1 513 Monocytes 14400 0.0356
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- DC_MONO_NK_1349.fcs CIMR 1349 1 1580 CD14-Lineage- 6439 0.2454
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- DC_MONO_NK_1349.fcs CIMR 1349 1 498 CD14-Lineage- 6439 0.0773
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ DC_MONO_NK_1349.fcs CIMR 1349 1 3042 CD14-Lineage- 6439 0.4724
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ DC_MONO_NK_1349.fcs CIMR 1349 1 1319 CD14-Lineage- 6439 0.2048
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ DC_MONO_NK_1349.fcs CIMR 1349 1 464 CD16-CD56- 1580 0.2937
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- DC_MONO_NK_1349.fcs CIMR 1349 1 83 HLADR+ 464 0.1789
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- DC_MONO_NK_1349.fcs CIMR 1349 1 219 HLADR+ 464 0.472
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ DC_MONO_NK_1349.fcs CIMR 1349 1 5 HLADR+ 464 0.0108
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ DC_MONO_NK_1349.fcs CIMR 1349 1 157 HLADR+ 464 0.3384
'All cells'  DC_MONO_NK_1369_001.fcs CIMR 1369 2 89723 none 89723 1
'Lympho and Mono'  DC_MONO_NK_1369_001.fcs CIMR 1369 2 69606 'All cells' 89723 0.7758
'Live Cells'  DC_MONO_NK_1369_001.fcs CIMR 1369 2 64569 'Lympho and Mono' 69606 0.9276
CD14-Lineage- CD3-CD19-CD20-CD14- DC_MONO_NK_1369_001.fcs CIMR 1369 2 13933 'Live Cells' 64569 0.2158
Monocytes CD3-CD19-CD20-CD14+ DC_MONO_NK_1369_001.fcs CIMR 1369 2 12958 'Live Cells' 64569 0.2007
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ DC_MONO_NK_1369_001.fcs CIMR 1369 2 474 Monocytes 12958 0.0366
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- DC_MONO_NK_1369_001.fcs CIMR 1369 2 6448 CD14-Lineage- 13933 0.4628
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- DC_MONO_NK_1369_001.fcs CIMR 1369 2 2373 CD14-Lineage- 13933 0.1703
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ DC_MONO_NK_1369_001.fcs CIMR 1369 2 4651 CD14-Lineage- 13933 0.3338
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ DC_MONO_NK_1369_001.fcs CIMR 1369 2 461 CD14-Lineage- 13933 0.0331
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ DC_MONO_NK_1369_001.fcs CIMR 1369 2 712 CD16-CD56- 6448 0.1104
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- DC_MONO_NK_1369_001.fcs CIMR 1369 2 175 HLADR+ 712 0.2458
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- DC_MONO_NK_1369_001.fcs CIMR 1369 2 311 HLADR+ 712 0.4368
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ DC_MONO_NK_1369_001.fcs CIMR 1369 2 0 HLADR+ 712 0
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ DC_MONO_NK_1369_001.fcs CIMR 1369 2 226 HLADR+ 712 0.3174
'All cells'  DC_MONO_NK_1369_002.fcs CIMR 1369 3 88978 none 88978 1
'Lympho and Mono'  DC_MONO_NK_1369_002.fcs CIMR 1369 3 69187 'All cells' 88978 0.7776
'Live Cells'  DC_MONO_NK_1369_002.fcs CIMR 1369 3 64345 'Lympho and Mono' 69187 0.93
CD14-Lineage- CD3-CD19-CD20-CD14- DC_MONO_NK_1369_002.fcs CIMR 1369 3 13656 'Live Cells' 64345 0.2122
Monocytes CD3-CD19-CD20-CD14+ DC_MONO_NK_1369_002.fcs CIMR 1369 3 13143 'Live Cells' 64345 0.2043
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ DC_MONO_NK_1369_002.fcs CIMR 1369 3 329 Monocytes 13143 0.025
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- DC_MONO_NK_1369_002.fcs CIMR 1369 3 6169 CD14-Lineage- 13656 0.4517
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- DC_MONO_NK_1369_002.fcs CIMR 1369 3 2296 CD14-Lineage- 13656 0.1681
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ DC_MONO_NK_1369_002.fcs CIMR 1369 3 4711 CD14-Lineage- 13656 0.345
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ DC_MONO_NK_1369_002.fcs CIMR 1369 3 480 CD14-Lineage- 13656 0.0351
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ DC_MONO_NK_1369_002.fcs CIMR 1369 3 704 CD16-CD56- 6169 0.1141
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- DC_MONO_NK_1369_002.fcs CIMR 1369 3 166 HLADR+ 704 0.2358
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- DC_MONO_NK_1369_002.fcs CIMR 1369 3 307 HLADR+ 704 0.4361
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ DC_MONO_NK_1369_002.fcs CIMR 1369 3 7 HLADR+ 704 0.0099
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ DC_MONO_NK_1369_002.fcs CIMR 1369 3 224 HLADR+ 704 0.3182
'All cells'  DC_MONO_NK_1369.fcs CIMR 1369 1 89946 none 89946 1
'Lympho and Mono'  DC_MONO_NK_1369.fcs CIMR 1369 1 69810 'All cells' 89946 0.7761
'Live Cells'  DC_MONO_NK_1369.fcs CIMR 1369 1 64875 'Lympho and Mono' 69810 0.9293
CD14-Lineage- CD3-CD19-CD20-CD14- DC_MONO_NK_1369.fcs CIMR 1369 1 12886 'Live Cells' 64875 0.1986
Monocytes CD3-CD19-CD20-CD14+ DC_MONO_NK_1369.fcs CIMR 1369 1 13203 'Live Cells' 64875 0.2035
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ DC_MONO_NK_1369.fcs CIMR 1369 1 538 Monocytes 13203 0.0407
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- DC_MONO_NK_1369.fcs CIMR 1369 1 5274 CD14-Lineage- 12886 0.4093
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- DC_MONO_NK_1369.fcs CIMR 1369 1 1742 CD14-Lineage- 12886 0.1352
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ DC_MONO_NK_1369.fcs CIMR 1369 1 5325 CD14-Lineage- 12886 0.4132
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ DC_MONO_NK_1369.fcs CIMR 1369 1 545 CD14-Lineage- 12886 0.0423
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ DC_MONO_NK_1369.fcs CIMR 1369 1 719 CD16-CD56- 5274 0.1363
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- DC_MONO_NK_1369.fcs CIMR 1369 1 146 HLADR+ 719 0.2031
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- DC_MONO_NK_1369.fcs CIMR 1369 1 325 HLADR+ 719 0.452
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ DC_MONO_NK_1369.fcs CIMR 1369 1 2 HLADR+ 719 0.0028
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ DC_MONO_NK_1369.fcs CIMR 1369 1 246 HLADR+ 719 0.3421
'All cells'  'lot 12828_D1_D01.fcs' Miami 12828 1 105614 none 105614 1
'Lympho and Mono'  'lot 12828_D1_D01.fcs' Miami 12828 1 91524 'All cells' 105614 0.8666
'Live Cells'  'lot 12828_D1_D01.fcs' Miami 12828 1 86619 'Lympho and Mono' 91524 0.9464
CD14-Lineage- CD3-CD19-CD20-CD14- 'lot 12828_D1_D01.fcs' Miami 12828 1 12084 'Live Cells' 86619 0.1395
Monocytes CD3-CD19-CD20-CD14+ 'lot 12828_D1_D01.fcs' Miami 12828 1 19373 'Live Cells' 86619 0.2237
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 'lot 12828_D1_D01.fcs' Miami 12828 1 4538 Monocytes 19373 0.2342
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 'lot 12828_D1_D01.fcs' Miami 12828 1 1461 CD14-Lineage- 12084 0.1209
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 'lot 12828_D1_D01.fcs' Miami 12828 1 351 CD14-Lineage- 12084 0.029
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 'lot 12828_D1_D01.fcs' Miami 12828 1 4743 CD14-Lineage- 12084 0.3925
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 'lot 12828_D1_D01.fcs' Miami 12828 1 5529 CD14-Lineage- 12084 0.4575
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 'lot 12828_D1_D01.fcs' Miami 12828 1 640 CD16-CD56- 1461 0.4381
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 'lot 12828_D1_D01.fcs' Miami 12828 1 147 HLADR+ 640 0.2297
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 'lot 12828_D1_D01.fcs' Miami 12828 1 272 HLADR+ 640 0.425
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 'lot 12828_D1_D01.fcs' Miami 12828 1 6 HLADR+ 640 0.0094
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 'lot 12828_D1_D01.fcs' Miami 12828 1 215 HLADR+ 640 0.3359
'All cells'  'lot 12828_D2_D02.fcs' Miami 12828 2 144236 none 144236 1
'Lympho and Mono'  'lot 12828_D2_D02.fcs' Miami 12828 2 124526 'All cells' 144236 0.8633
'Live Cells'  'lot 12828_D2_D02.fcs' Miami 12828 2 117762 'Lympho and Mono' 124526 0.9457
CD14-Lineage- CD3-CD19-CD20-CD14- 'lot 12828_D2_D02.fcs' Miami 12828 2 14981 'Live Cells' 117762 0.1272
Monocytes CD3-CD19-CD20-CD14+ 'lot 12828_D2_D02.fcs' Miami 12828 2 26522 'Live Cells' 117762 0.2252
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 'lot 12828_D2_D02.fcs' Miami 12828 2 5829 Monocytes 26522 0.2198
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 'lot 12828_D2_D02.fcs' Miami 12828 2 2016 CD14-Lineage- 14981 0.1346
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 'lot 12828_D2_D02.fcs' Miami 12828 2 445 CD14-Lineage- 14981 0.0297
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 'lot 12828_D2_D02.fcs' Miami 12828 2 5503 CD14-Lineage- 14981 0.3673
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 'lot 12828_D2_D02.fcs' Miami 12828 2 7017 CD14-Lineage- 14981 0.4684
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 'lot 12828_D2_D02.fcs' Miami 12828 2 1132 CD16-CD56- 2016 0.5615
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 'lot 12828_D2_D02.fcs' Miami 12828 2 184 HLADR+ 1132 0.1625
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 'lot 12828_D2_D02.fcs' Miami 12828 2 582 HLADR+ 1132 0.5141
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 'lot 12828_D2_D02.fcs' Miami 12828 2 12 HLADR+ 1132 0.0106
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 'lot 12828_D2_D02.fcs' Miami 12828 2 354 HLADR+ 1132 0.3127
'All cells'  'lot 12828_D3_D03.fcs' Miami 12828 3 177783 none 177783 1
'Lympho and Mono'  'lot 12828_D3_D03.fcs' Miami 12828 3 155406 'All cells' 177783 0.8741
'Live Cells'  'lot 12828_D3_D03.fcs' Miami 12828 3 147232 'Lympho and Mono' 155406 0.9474
CD14-Lineage- CD3-CD19-CD20-CD14- 'lot 12828_D3_D03.fcs' Miami 12828 3 18178 'Live Cells' 147232 0.1235
Monocytes CD3-CD19-CD20-CD14+ 'lot 12828_D3_D03.fcs' Miami 12828 3 34916 'Live Cells' 147232 0.2371
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 'lot 12828_D3_D03.fcs' Miami 12828 3 7612 Monocytes 34916 0.218
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 'lot 12828_D3_D03.fcs' Miami 12828 3 3135 CD14-Lineage- 18178 0.1725
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 'lot 12828_D3_D03.fcs' Miami 12828 3 681 CD14-Lineage- 18178 0.0375
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 'lot 12828_D3_D03.fcs' Miami 12828 3 6445 CD14-Lineage- 18178 0.3545
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 'lot 12828_D3_D03.fcs' Miami 12828 3 7917 CD14-Lineage- 18178 0.4355
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 'lot 12828_D3_D03.fcs' Miami 12828 3 1756 CD16-CD56- 3135 0.5601
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 'lot 12828_D3_D03.fcs' Miami 12828 3 257 HLADR+ 1756 0.1464
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 'lot 12828_D3_D03.fcs' Miami 12828 3 1000 HLADR+ 1756 0.5695
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 'lot 12828_D3_D03.fcs' Miami 12828 3 21 HLADR+ 1756 0.012
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 'lot 12828_D3_D03.fcs' Miami 12828 3 478 HLADR+ 1756 0.2722
'All cells'  'lot 1349_D4_D04.fcs' Miami 1349 1 139214 none 139214 1
'Lympho and Mono'  'lot 1349_D4_D04.fcs' Miami 1349 1 124379 'All cells' 139214 0.8934
'Live Cells'  'lot 1349_D4_D04.fcs' Miami 1349 1 117121 'Lympho and Mono' 124379 0.9416
CD14-Lineage- CD3-CD19-CD20-CD14- 'lot 1349_D4_D04.fcs' Miami 1349 1 12538 'Live Cells' 117121 0.1071
Monocytes CD3-CD19-CD20-CD14+ 'lot 1349_D4_D04.fcs' Miami 1349 1 20882 'Live Cells' 117121 0.1783
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 'lot 1349_D4_D04.fcs' Miami 1349 1 1346 Monocytes 20882 0.0645
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 'lot 1349_D4_D04.fcs' Miami 1349 1 1801 CD14-Lineage- 12538 0.1436
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 'lot 1349_D4_D04.fcs' Miami 1349 1 916 CD14-Lineage- 12538 0.0731
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 'lot 1349_D4_D04.fcs' Miami 1349 1 5257 CD14-Lineage- 12538 0.4193
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 'lot 1349_D4_D04.fcs' Miami 1349 1 4564 CD14-Lineage- 12538 0.364
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 'lot 1349_D4_D04.fcs' Miami 1349 1 1236 CD16-CD56- 1801 0.6863
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 'lot 1349_D4_D04.fcs' Miami 1349 1 275 HLADR+ 1236 0.2225
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 'lot 1349_D4_D04.fcs' Miami 1349 1 364 HLADR+ 1236 0.2945
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 'lot 1349_D4_D04.fcs' Miami 1349 1 8 HLADR+ 1236 0.0065
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 'lot 1349_D4_D04.fcs' Miami 1349 1 589 HLADR+ 1236 0.4765
'All cells'  'lot 1349_D5_D05.fcs' Miami 1349 2 139658 none 139658 1
'Lympho and Mono'  'lot 1349_D5_D05.fcs' Miami 1349 2 123303 'All cells' 139658 0.8829
'Live Cells'  'lot 1349_D5_D05.fcs' Miami 1349 2 116139 'Lympho and Mono' 123303 0.9419
CD14-Lineage- CD3-CD19-CD20-CD14- 'lot 1349_D5_D05.fcs' Miami 1349 2 12087 'Live Cells' 116139 0.1041
Monocytes CD3-CD19-CD20-CD14+ 'lot 1349_D5_D05.fcs' Miami 1349 2 22905 'Live Cells' 116139 0.1972
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 'lot 1349_D5_D05.fcs' Miami 1349 2 1089 Monocytes 22905 0.0475
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 'lot 1349_D5_D05.fcs' Miami 1349 2 1777 CD14-Lineage- 12087 0.147
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 'lot 1349_D5_D05.fcs' Miami 1349 2 798 CD14-Lineage- 12087 0.066
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 'lot 1349_D5_D05.fcs' Miami 1349 2 4774 CD14-Lineage- 12087 0.395
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 'lot 1349_D5_D05.fcs' Miami 1349 2 4738 CD14-Lineage- 12087 0.392
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 'lot 1349_D5_D05.fcs' Miami 1349 2 1199 CD16-CD56- 1777 0.6747
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 'lot 1349_D5_D05.fcs' Miami 1349 2 303 HLADR+ 1199 0.2527
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 'lot 1349_D5_D05.fcs' Miami 1349 2 278 HLADR+ 1199 0.2319
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 'lot 1349_D5_D05.fcs' Miami 1349 2 6 HLADR+ 1199 0.005
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 'lot 1349_D5_D05.fcs' Miami 1349 2 612 HLADR+ 1199 0.5104
'All cells'  'lot 1349_D6_D06.fcs' Miami 1349 3 175565 none 175565 1
'Lympho and Mono'  'lot 1349_D6_D06.fcs' Miami 1349 3 156324 'All cells' 175565 0.8904
'Live Cells'  'lot 1349_D6_D06.fcs' Miami 1349 3 147365 'Lympho and Mono' 156324 0.9427
CD14-Lineage- CD3-CD19-CD20-CD14- 'lot 1349_D6_D06.fcs' Miami 1349 3 14566 'Live Cells' 147365 0.0988
Monocytes CD3-CD19-CD20-CD14+ 'lot 1349_D6_D06.fcs' Miami 1349 3 31958 'Live Cells' 147365 0.2169
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 'lot 1349_D6_D06.fcs' Miami 1349 3 1905 Monocytes 31958 0.0596
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 'lot 1349_D6_D06.fcs' Miami 1349 3 2962 CD14-Lineage- 14566 0.2034
