"","Phenotype","Population","Parent population","Filename","Center","Sample","Replicate","Cell count","Parent Cell count","Population #"
"213","","Singlets","Lymphocytes","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","196266","201210","3"
"214","","Live","Singlets","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","186452","196266","4"
"215","CD3+","CD3+","Live","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","113335","186452","5"
"216","CD4+","CD4+","CD3+","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","57966","113335","6"
"217","CD25+CD127-","CD25+CD127-","CD4+","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","3083","57966","7"
"218","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","462","3083","8"
"219","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","33","3083","9"
"220","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","603","3083","10"
"221","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","1985","3083","11"
"222","CCR4-DR-","CCR4-DR-","CD25+CD127-","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","968","3083","12"
"223","CCR4+DR-","CCR4+DR-","CD25+CD127-","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","1036","3083","13"
"224","CCR4-DR+","CCR4-DR+","CD25+CD127-","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","99","3083","14"
"225","CCR4+DR+","CCR4+DR+","CD25+CD127-","1349_3_T REG.fcs","Baylor","1349_3_T REG","3","980","3083","15"
"226","","All cells","","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","208225","","1"
"227","","Lymphocytes","All cells","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","134815","208225","2"
"228","","Singlets","Lymphocytes","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","131466","134815","3"
"229","","Live","Singlets","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","124892","131466","4"
"230","CD3+","CD3+","Live","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","91322","124892","5"
"231","CD4+","CD4+","CD3+","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","54571","91322","6"
"232","CD25+CD127-","CD25+CD127-","CD4+","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","5655","54571","7"
"233","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","2102","5655","8"
"234","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","116","5655","9"
"235","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","1189","5655","10"
"236","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","2248","5655","11"
"237","CCR4-DR-","CCR4-DR-","CD25+CD127-","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","3093","5655","12"
"238","CCR4+DR-","CCR4+DR-","CD25+CD127-","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","2159","5655","13"
"239","CCR4-DR+","CCR4-DR+","CD25+CD127-","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","52","5655","14"
"240","CCR4+DR+","CCR4+DR+","CD25+CD127-","1369_1_T REG.fcs","Baylor","1369_1_T REG","1","351","5655","15"
"241","","All cells","","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","210694","","1"
"242","","Lymphocytes","All cells","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","133475","210694","2"
"243","","Singlets","Lymphocytes","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","130197","133475","3"
"244","","Live","Singlets","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","123687","130197","4"
"245","CD3+","CD3+","Live","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","90982","123687","5"
"246","CD4+","CD4+","CD3+","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","54276","90982","6"
"247","CD25+CD127-","CD25+CD127-","CD4+","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","1428","54276","7"
"248","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","335","1428","8"
"249","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","25","1428","9"
"250","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","196","1428","10"
"251","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","872","1428","11"
"252","CCR4-DR-","CCR4-DR-","CD25+CD127-","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","526","1428","12"
"253","CCR4+DR-","CCR4+DR-","CD25+CD127-","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","675","1428","13"
"254","CCR4-DR+","CCR4-DR+","CD25+CD127-","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","17","1428","14"
"255","CCR4+DR+","CCR4+DR+","CD25+CD127-","1369_2_T REG.fcs","Baylor","1369_2_T REG","2","210","1428","15"
"256","","All cells","","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","180875","","1"
"257","","Lymphocytes","All cells","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","117818","180875","2"
"258","","Singlets","Lymphocytes","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","114915","117818","3"
"259","","Live","Singlets","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","109169","114915","4"
"260","CD3+","CD3+","Live","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","80927","109169","5"
"261","CD4+","CD4+","CD3+","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","48566","80927","6"
"262","CD25+CD127-","CD25+CD127-","CD4+","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","5120","48566","7"
"263","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","2019","5120","8"
"264","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","131","5120","9"
"265","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","936","5120","10"
"266","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","2034","5120","11"
"267","CCR4-DR-","CCR4-DR-","CD25+CD127-","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","2810","5120","12"
"268","CCR4+DR-","CCR4+DR-","CD25+CD127-","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","1934","5120","13"
"269","CCR4-DR+","CCR4-DR+","CD25+CD127-","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","57","5120","14"
"270","CCR4+DR+","CCR4+DR+","CD25+CD127-","1369_3_T REG.fcs","Baylor","1369_3_T REG","3","319","5120","15"
"271","","All cells","","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","160540","","1"
"272","","Lymphocytes","All cells","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","73674","160540","2"
"273","","Singlets","Lymphocytes","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","70995","73674","3"
"274","","Live","Singlets","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","67445","70995","4"
"275","CD3+","CD3+","Live","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","46654","67445","5"
"276","CD4+","CD4+","CD3+","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","18079","46654","6"
"277","CD25+CD127-","CD25+CD127-","CD4+","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","2697","18079","7"
"278","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","628","2697","8"
"279","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","47","2697","9"
"280","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","455","2697","10"
"281","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","1567","2697","11"
"282","CCR4-DR-","CCR4-DR-","CD25+CD127-","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","1073","2697","12"
"283","CCR4+DR-","CCR4+DR-","CD25+CD127-","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","932","2697","13"
"284","CCR4-DR+","CCR4-DR+","CD25+CD127-","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","30","2697","14"
"285","CCR4+DR+","CCR4+DR+","CD25+CD127-","TREG 22013_12828_001.fcs","UCLA","TREG 22013_12828_001","1","662","2697","15"
"286","","All cells","","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","173858","","1"
"287","","Lymphocytes","All cells","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","76823","173858","2"
"288","","Singlets","Lymphocytes","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","74250","76823","3"
"289","","Live","Singlets","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","70537","74250","4"
"290","CD3+","CD3+","Live","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","49483","70537","5"
"291","CD4+","CD4+","CD3+","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","19207","49483","6"
"292","CD25+CD127-","CD25+CD127-","CD4+","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","2860","19207","7"
"293","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","667","2860","8"
"294","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","33","2860","9"
"295","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","608","2860","10"
"296","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","1552","2860","11"
"297","CCR4-DR-","CCR4-DR-","CD25+CD127-","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","1142","2860","12"
"298","CCR4+DR-","CCR4+DR-","CD25+CD127-","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","964","2860","13"
"299","CCR4-DR+","CCR4-DR+","CD25+CD127-","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","26","2860","14"
"300","CCR4+DR+","CCR4+DR+","CD25+CD127-","TREG 22013_12828_002.fcs","UCLA","TREG 22013_12828_002","2","728","2860","15"
"301","","All cells","","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","166960","","1"
"302","","Lymphocytes","All cells","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","75934","166960","2"
"303","","Singlets","Lymphocytes","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","73365","75934","3"
"304","","Live","Singlets","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","69696","73365","4"
"305","CD3+","CD3+","Live","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","49588","69696","5"
"306","CD4+","CD4+","CD3+","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","18954","49588","6"
"307","CD25+CD127-","CD25+CD127-","CD4+","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","2682","18954","7"
"308","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","659","2682","8"
"309","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","65","2682","9"
"310","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","422","2682","10"
"311","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","1536","2682","11"
"312","CCR4-DR-","CCR4-DR-","CD25+CD127-","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","1085","2682","12"
"313","CCR4+DR-","CCR4+DR-","CD25+CD127-","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","889","2682","13"
"314","CCR4-DR+","CCR4-DR+","CD25+CD127-","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","33","2682","14"
"315","CCR4+DR+","CCR4+DR+","CD25+CD127-","TREG 22013_12828_003.fcs","UCLA","TREG 22013_12828_003","3","675","2682","15"
"316","","All cells","","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","144768","","1"
"317","","Lymphocytes","All cells","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","61381","144768","2"
"318","","Singlets","Lymphocytes","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","59339","61381","3"
"319","","Live","Singlets","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","56372","59339","4"
"320","CD3+","CD3+","Live","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","48876","56372","5"
"321","CD4+","CD4+","CD3+","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","24925","48876","6"
"322","CD25+CD127-","CD25+CD127-","CD4+","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","623","24925","7"
"323","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","38","623","8"
"324","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","8","623","9"
"325","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","64","623","10"
"326","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","513","623","11"
"327","CCR4-DR-","CCR4-DR-","CD25+CD127-","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","66","623","12"
"328","CCR4+DR-","CCR4+DR-","CD25+CD127-","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","198","623","13"
"329","CCR4-DR+","CCR4-DR+","CD25+CD127-","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","15","623","14"
"330","CCR4+DR+","CCR4+DR+","CD25+CD127-","TREG 22013_1349_001.fcs","UCLA","TREG 22013_1349_001","1","344","623","15"
"331","","All cells","","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","140972","","1"
"332","","Lymphocytes","All cells","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","61191","140972","2"
"333","","Singlets","Lymphocytes","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","59109","61191","3"
"334","","Live","Singlets","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","56153","59109","4"
"335","CD3+","CD3+","Live","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","48832","56153","5"
"336","CD4+","CD4+","CD3+","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","24817","48832","6"
"337","CD25+CD127-","CD25+CD127-","CD4+","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","1373","24817","7"
"338","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","181","1373","8"
"339","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","11","1373","9"
"340","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","279","1373","10"
"341","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","902","1373","11"
"342","CCR4-DR-","CCR4-DR-","CD25+CD127-","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","464","1373","12"
"343","CCR4+DR-","CCR4+DR-","CD25+CD127-","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","426","1373","13"
"344","CCR4-DR+","CCR4-DR+","CD25+CD127-","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","42","1373","14"
"345","CCR4+DR+","CCR4+DR+","CD25+CD127-","TREG 22013_1349_002.fcs","UCLA","TREG 22013_1349_002","2","441","1373","15"
"346","","All cells","","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","147619","","1"
"347","","Lymphocytes","All cells","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","64001","147619","2"
"348","","Singlets","Lymphocytes","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","61537","64001","3"
"349","","Live","Singlets","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","58460","61537","4"
"350","CD3+","CD3+","Live","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","49159","58460","5"
"351","CD4+","CD4+","CD3+","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","24816","49159","6"
"352","CD25+CD127-","CD25+CD127-","CD4+","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","293","24816","7"
"353","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","17","293","8"
"354","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","23","293","9"
"355","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","36","293","10"
"356","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","217","293","11"
"357","CCR4-DR-","CCR4-DR-","CD25+CD127-","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","13","293","12"
"358","CCR4+DR-","CCR4+DR-","CD25+CD127-","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","75","293","13"
"359","CCR4-DR+","CCR4-DR+","CD25+CD127-","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","8","293","14"
"360","CCR4+DR+","CCR4+DR+","CD25+CD127-","TREG 22013_1349_003.fcs","UCLA","TREG 22013_1349_003","3","197","293","15"
"361","","All cells","","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","126011","","1"
"362","","Lymphocytes","All cells","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","66992","126011","2"
"363","","Singlets","Lymphocytes","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","64778","66992","3"
"364","","Live","Singlets","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","61539","64778","4"
"365","CD3+","CD3+","Live","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","45428","61539","5"
"366","CD4+","CD4+","CD3+","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","27544","45428","6"
"367","CD25+CD127-","CD25+CD127-","CD4+","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","1815","27544","7"
"368","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","672","1815","8"
"369","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","37","1815","9"
"370","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","343","1815","10"
"371","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","763","1815","11"
"372","CCR4-DR-","CCR4-DR-","CD25+CD127-","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","994","1815","12"
"373","CCR4+DR-","CCR4+DR-","CD25+CD127-","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","671","1815","13"
"374","CCR4-DR+","CCR4-DR+","CD25+CD127-","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","23","1815","14"
"375","CCR4+DR+","CCR4+DR+","CD25+CD127-","TREG 22013_1369_001.fcs","UCLA","TREG 22013_1369_001","1","127","1815","15"
"376","","All cells","","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","127095","","1"
"377","","Lymphocytes","All cells","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","64429","127095","2"
"378","","Singlets","Lymphocytes","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","62520","64429","3"
"379","","Live","Singlets","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","59394","62520","4"
"380","CD3+","CD3+","Live","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","44316","59394","5"
"381","CD4+","CD4+","CD3+","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","26740","44316","6"
"382","CD25+CD127-","CD25+CD127-","CD4+","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","2144","26740","7"
"383","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","811","2144","8"
"384","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","77","2144","9"
"385","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","343","2144","10"
"386","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","913","2144","11"
"387","CCR4-DR-","CCR4-DR-","CD25+CD127-","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","1196","2144","12"
"388","CCR4+DR-","CCR4+DR-","CD25+CD127-","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","793","2144","13"
"389","CCR4-DR+","CCR4-DR+","CD25+CD127-","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","32","2144","14"
"390","CCR4+DR+","CCR4+DR+","CD25+CD127-","TREG 22013_1369_002.fcs","UCLA","TREG 22013_1369_002","2","123","2144","15"
"391","","All cells","","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","127363","","1"
"392","","Lymphocytes","All cells","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","64379","127363","2"
"393","","Singlets","Lymphocytes","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","62389","64379","3"
"394","","Live","Singlets","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","59269","62389","4"
"395","CD3+","CD3+","Live","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","44076","59269","5"
"396","CD4+","CD4+","CD3+","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","26358","44076","6"
"397","CD25+CD127-","CD25+CD127-","CD4+","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","1634","26358","7"
"398","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","612","1634","8"
"399","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","16","1634","9"
"400","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","407","1634","10"
"401","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","599","1634","11"
"402","CCR4-DR-","CCR4-DR-","CD25+CD127-","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","909","1634","12"
"403","CCR4+DR-","CCR4+DR-","CD25+CD127-","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","579","1634","13"
"404","CCR4-DR+","CCR4-DR+","CD25+CD127-","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","34","1634","14"
"405","CCR4+DR+","CCR4+DR+","CD25+CD127-","TREG 22013_1369_003.fcs","UCLA","TREG 22013_1369_003","3","112","1634","15"
"406","","All cells","","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","109434","","1"
"407","","Lymphocytes","All cells","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","30269","109434","2"
"408","","Singlets","Lymphocytes","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","No FSC-H/W channel","30269","3"
"409","","Live","Singlets","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","28755","30269","4"
"410","CD3+","CD3+","Live","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","18268","28755","5"
"411","CD4+","CD4+","CD3+","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","8274","18268","6"
"412","CD25+CD127-","CD25+CD127-","CD4+","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","1337","8274","7"
"413","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","532","1337","8"
"414","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","19","1337","9"
"415","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","183","1337","10"
"416","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","603","1337","11"
"417","CCR4-DR-","CCR4-DR-","CD25+CD127-","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","680","1337","12"
"418","CCR4+DR-","CCR4+DR-","CD25+CD127-","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","341","1337","13"
"419","CCR4-DR+","CCR4-DR+","CD25+CD127-","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","65","1337","14"
"420","CCR4+DR+","CCR4+DR+","CD25+CD127-","12828_1_B1_B01.fcs","Yale","12828_1_B1_B01","1","251","1337","15"
"421","","All cells","","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","122514","","1"
