"Population","Filename","Center","Sample","Replicate","Proportion","Count","Parent","Count_Parent"
"Lymphocytes","1369_1_Bcell_C07.fcs","NHLBI","1369","1",1,96400,"nonDebris",96400
"Plasmablasts","1369_1_C7_C07.fcs","Yale","1369","1",0.380952380952381,8,"CD19&!CD20",21
"Transitional","1369_1_C7_C07.fcs","Yale","1369","1",0.0160550458715596,42,"CD19&CD20",2616
"IgD+CD27-","1369_1_C7_C07.fcs","Yale","1369","1",0.311926605504587,816,"CD19&CD20",2616
"IgD-CD27-","1369_1_C7_C07.fcs","Yale","1369","1",0.482798165137615,1263,"CD19&CD20",2616
"IgD+CD27+","1369_1_C7_C07.fcs","Yale","1369","1",0.0244648318042813,64,"CD19&CD20",2616
"IgD-CD27+","1369_1_C7_C07.fcs","Yale","1369","1",0.180810397553517,473,"CD19&CD20",2616
"CD20","1369_1_C7_C07.fcs","Yale","1369","1",0.132203389830508,2769,"Live",20945
"CD19","1369_1_C7_C07.fcs","Yale","1369","1",0.125901169730246,2637,"Live",20945
"CD3","1369_1_C7_C07.fcs","Yale","1369","1",0.73817140128909,15461,"Live",20945
"Lymphocytes","1369_1_C7_C07.fcs","Yale","1369","1",1,21380,"nonDebris",21380
"Plasmablasts","1369_2_B CELL.fcs","Baylor","1369","2",0.551020408163265,27,"CD19&!CD20",49
"IgD-CD27-","1369_2_B CELL.fcs","Baylor","1369","2",0.159589780496582,1774,"CD19&CD20",11116
"IgD-CD27+","1369_2_B CELL.fcs","Baylor","1369","2",0.15815041381792,1758,"CD19&CD20",11116
"Transitional","1369_2_B CELL.fcs","Baylor","1369","2",0.0215905001799208,240,"CD19&CD20",11116
"IgD+CD27-","1369_2_B CELL.fcs","Baylor","1369","2",0.621896365599136,6913,"CD19&CD20",11116
"IgD+CD27+","1369_2_B CELL.fcs","Baylor","1369","2",0.060363440086362,671,"CD19&CD20",11116
"CD19","1369_2_B CELL.fcs","Baylor","1369","2",0.188725490196078,11165,"Live",59160
"CD20","1369_2_B CELL.fcs","Baylor","1369","2",0.188810006761325,11170,"Live",59160
"CD3","1369_2_B CELL.fcs","Baylor","1369","2",0.732674104124408,43345,"Live",59160
"Lymphocytes","1369_2_B CELL.fcs","Baylor","1369","2",1,62635,"nonDebris",62635
"Plasmablasts","1369_2_Bcell_C08.fcs","NHLBI","1369","2",0.71875,23,"CD19&!CD20",32
"IgD+CD27-","1369_2_Bcell_C08.fcs","NHLBI","1369","2",0.6148691767709,7708,"CD19&CD20",12536
"IgD+CD27+","1369_2_Bcell_C08.fcs","NHLBI","1369","2",0.174457562220804,2187,"CD19&CD20",12536
"IgD-CD27+","1369_2_Bcell_C08.fcs","NHLBI","1369","2",0.151643267389917,1901,"CD19&CD20",12536
"Transitional","1369_2_Bcell_C08.fcs","NHLBI","1369","2",0.0313497128270581,393,"CD19&CD20",12536
"IgD-CD27-","1369_2_Bcell_C08.fcs","NHLBI","1369","2",0.0590299936183791,740,"CD19&CD20",12536
"CD19","1369_2_Bcell_C08.fcs","NHLBI","1369","2",0.138692092078836,12568,"Live",90618
"CD20","1369_2_Bcell_C08.fcs","NHLBI","1369","2",0.140027367631155,12689,"Live",90618
"CD3","1369_2_Bcell_C08.fcs","NHLBI","1369","2",0.732845571520007,66409,"Live",90618
"Lymphocytes","1369_2_Bcell_C08.fcs","NHLBI","1369","2",1,93902,"nonDebris",93902
"Plasmablasts","1369_2_C8_C08.fcs","Yale","1369","2",0.473684210526316,9,"CD19&!CD20",19
"Transitional","1369_2_C8_C08.fcs","Yale","1369","2",0.0162074554294976,50,"CD19&CD20",3085
"IgD+CD27+","1369_2_C8_C08.fcs","Yale","1369","2",0.026904376012966,83,"CD19&CD20",3085
"IgD-CD27-","1369_2_C8_C08.fcs","Yale","1369","2",0.485899513776337,1499,"CD19&CD20",3085
"IgD+CD27-","1369_2_C8_C08.fcs","Yale","1369","2",0.33128038897893,1022,"CD19&CD20",3085
"IgD-CD27+","1369_2_C8_C08.fcs","Yale","1369","2",0.155915721231767,481,"CD19&CD20",3085
"CD20","1369_2_C8_C08.fcs","Yale","1369","2",0.13273174733388,3236,"Live",24380
"CD3","1369_2_C8_C08.fcs","Yale","1369","2",0.741468416735029,18077,"Live",24380
"CD19","1369_2_C8_C08.fcs","Yale","1369","2",0.127317473338802,3104,"Live",24380
"Lymphocytes","1369_2_C8_C08.fcs","Yale","1369","2",1,24873,"nonDebris",24873
"Plasmablasts","1369_3_B CELL.fcs","Baylor","1369","3",0.692307692307692,27,"CD19&!CD20",39
"Transitional","1369_3_B CELL.fcs","Baylor","1369","3",0.0223375451263538,198,"CD19&CD20",8864
"IgD-CD27-","1369_3_B CELL.fcs","Baylor","1369","3",0.174977436823105,1551,"CD19&CD20",8864
"IgD+CD27+","1369_3_B CELL.fcs","Baylor","1369","3",0.0569720216606498,505,"CD19&CD20",8864
"IgD-CD27+","1369_3_B CELL.fcs","Baylor","1369","3",0.180843862815884,1603,"CD19&CD20",8864
"IgD+CD27-","1369_3_B CELL.fcs","Baylor","1369","3",0.587206678700361,5205,"CD19&CD20",8864
"CD3","1369_3_B CELL.fcs","Baylor","1369","3",0.745420597484277,37927,"Live",50880
"CD19","1369_3_B CELL.fcs","Baylor","1369","3",0.17498034591195,8903,"Live",50880
"CD20","1369_3_B CELL.fcs","Baylor","1369","3",0.175157232704403,8912,"Live",50880
"Lymphocytes","1369_3_B CELL.fcs","Baylor","1369","3",1,53961,"nonDebris",53961
"Plasmablasts","1369_3_Bcell_C09.fcs","NHLBI","1369","3",0.560975609756098,23,"CD19&!CD20",41
"IgD+CD27+","1369_3_Bcell_C09.fcs","NHLBI","1369","3",0.17394578313253,2079,"CD19&CD20",11952
"Transitional","1369_3_Bcell_C09.fcs","NHLBI","1369","3",0.0322121820615797,385,"CD19&CD20",11952
"IgD-CD27-","1369_3_Bcell_C09.fcs","NHLBI","1369","3",0.0594042838018742,710,"CD19&CD20",11952
"IgD+CD27-","1369_3_Bcell_C09.fcs","NHLBI","1369","3",0.617302543507363,7378,"CD19&CD20",11952
"IgD-CD27+","1369_3_Bcell_C09.fcs","NHLBI","1369","3",0.149347389558233,1785,"CD19&CD20",11952
"CD3","1369_3_Bcell_C09.fcs","NHLBI","1369","3",0.732508041945861,63077,"Live",86111
"CD19","1369_3_Bcell_C09.fcs","NHLBI","1369","3",0.139273728095133,11993,"Live",86111
"CD20","1369_3_Bcell_C09.fcs","NHLBI","1369","3",0.14017953571553,12071,"Live",86111
"Lymphocytes","1369_3_Bcell_C09.fcs","NHLBI","1369","3",1,88900,"nonDebris",88900
"Plasmablasts","1369_3_C9_C09.fcs","Yale","1369","3",0.777777777777778,14,"CD19&!CD20",18
"Transitional","1369_3_C9_C09.fcs","Yale","1369","3",0.00765076507650765,17,"CD19&CD20",2222
"IgD+CD27-","1369_3_C9_C09.fcs","Yale","1369","3",0.27992799279928,622,"CD19&CD20",2222
"IgD+CD27+","1369_3_C9_C09.fcs","Yale","1369","3",0.0256525652565257,57,"CD19&CD20",2222
"IgD-CD27-","1369_3_C9_C09.fcs","Yale","1369","3",0.505400540054005,1123,"CD19&CD20",2222
"IgD-CD27+","1369_3_C9_C09.fcs","Yale","1369","3",0.189018901890189,420,"CD19&CD20",2222
"CD19","1369_3_C9_C09.fcs","Yale","1369","3",0.140597539543058,2240,"Live",15932
"CD3","1369_3_C9_C09.fcs","Yale","1369","3",0.713469746422295,11367,"Live",15932
"CD20","1369_3_C9_C09.fcs","Yale","1369","3",0.147376349485313,2348,"Live",15932
"Lymphocytes","1369_3_C9_C09.fcs","Yale","1369","3",1,16285,"nonDebris",16285
"Plasmablasts","1369-1_C7_C07.fcs","Stanford","1369","1",0.307692307692308,4,"CD19&!CD20",13
"Transitional","1369-1_C7_C07.fcs","Stanford","1369","1",0.0232361639205746,55,"CD19&CD20",2367
"IgD-CD27+","1369-1_C7_C07.fcs","Stanford","1369","1",0.144064216307562,341,"CD19&CD20",2367
"IgD+CD27+","1369-1_C7_C07.fcs","Stanford","1369","1",0.0781580059146599,185,"CD19&CD20",2367
"IgD+CD27-","1369-1_C7_C07.fcs","Stanford","1369","1",0.586396282213773,1388,"CD19&CD20",2367
"IgD-CD27-","1369-1_C7_C07.fcs","Stanford","1369","1",0.191381495564005,453,"CD19&CD20",2367
"CD3","1369-1_C7_C07.fcs","Stanford","1369","1",0.761731610240283,15502,"Live",20351
"CD20","1369-1_C7_C07.fcs","Stanford","1369","1",0.117635497027173,2394,"Live",20351
"CD19","1369-1_C7_C07.fcs","Stanford","1369","1",0.116947570143973,2380,"Live",20351
"Lymphocytes","1369-1_C7_C07.fcs","Stanford","1369","1",1,21411,"nonDebris",21411
"Plasmablasts","1369-2_C8_C08.fcs","Stanford","1369","2",0.555555555555556,10,"CD19&!CD20",18
"Transitional","1369-2_C8_C08.fcs","Stanford","1369","2",0.0203430394894296,51,"CD19&CD20",2507
"IgD-CD27-","1369-2_C8_C08.fcs","Stanford","1369","2",0.130434782608696,327,"CD19&CD20",2507
"IgD-CD27+","1369-2_C8_C08.fcs","Stanford","1369","2",0.168328679696849,422,"CD19&CD20",2507
"IgD+CD27-","1369-2_C8_C08.fcs","Stanford","1369","2",0.578380534503391,1450,"CD19&CD20",2507
"IgD+CD27+","1369-2_C8_C08.fcs","Stanford","1369","2",0.122856003191065,308,"CD19&CD20",2507
"CD20","1369-2_C8_C08.fcs","Stanford","1369","2",0.126736800317586,2554,"Live",20152
"CD3","1369-2_C8_C08.fcs","Stanford","1369","2",0.752878126240572,15172,"Live",20152
"CD19","1369-2_C8_C08.fcs","Stanford","1369","2",0.125297737197301,2525,"Live",20152
"Lymphocytes","1369-2_C8_C08.fcs","Stanford","1369","2",1,21134,"nonDebris",21134
"Plasmablasts","1369-3_C9_C09.fcs","Stanford","1369","3",0.333333333333333,4,"CD19&!CD20",12
"IgD+CD27+","1369-3_C9_C09.fcs","Stanford","1369","3",0.0849793293523197,185,"CD19&CD20",2177
"Transitional","1369-3_C9_C09.fcs","Stanford","1369","3",0.0192926045016077,42,"CD19&CD20",2177
"IgD-CD27-","1369-3_C9_C09.fcs","Stanford","1369","3",0.164446485989894,358,"CD19&CD20",2177
"IgD-CD27+","1369-3_C9_C09.fcs","Stanford","1369","3",0.155259531465319,338,"CD19&CD20",2177
"IgD+CD27-","1369-3_C9_C09.fcs","Stanford","1369","3",0.595314653192467,1296,"CD19&CD20",2177
"CD19","1369-3_C9_C09.fcs","Stanford","1369","3",0.109801364365971,2189,"Live",19936
"CD20","1369-3_C9_C09.fcs","Stanford","1369","3",0.111205858747994,2217,"Live",19936
"CD3","1369-3_C9_C09.fcs","Stanford","1369","3",0.763643659711075,15224,"Live",19936
"Lymphocytes","1369-3_C9_C09.fcs","Stanford","1369","3",1,21202,"nonDebris",21202
"Plasmablasts","B_CELL_12828_001_P1.fcs","CIMR","12828","2",0.602484472049689,97,"CD19&!CD20",161
"Transitional","B_CELL_12828_001_P1.fcs","CIMR","12828","2",0.0593270953613378,894,"CD19&CD20",15069
"IgD+CD27+","B_CELL_12828_001_P1.fcs","CIMR","12828","2",0.0299953547017055,452,"CD19&CD20",15069
"IgD-CD27-","B_CELL_12828_001_P1.fcs","CIMR","12828","2",0.131727387351516,1985,"CD19&CD20",15069
"IgD+CD27-","B_CELL_12828_001_P1.fcs","CIMR","12828","2",0.780277390669587,11758,"CD19&CD20",15069
"IgD-CD27+","B_CELL_12828_001_P1.fcs","CIMR","12828","2",0.0579998672771916,874,"CD19&CD20",15069
"CD20","B_CELL_12828_001_P1.fcs","CIMR","12828","2",0.15566529660757,15225,"Live",97806
"CD3","B_CELL_12828_001_P1.fcs","CIMR","12828","2",0.627998282313968,61422,"Live",97806
"CD19","B_CELL_12828_001_P1.fcs","CIMR","12828","2",0.155716418215651,15230,"Live",97806
"Lymphocytes","B_CELL_12828_001_P1.fcs","CIMR","12828","2",1,103065,"nonDebris",103065
"Plasmablasts","B_CELL_12828_002_P1.fcs","CIMR","12828","3",0.601190476190476,101,"CD19&!CD20",168
"Transitional","B_CELL_12828_002_P1.fcs","CIMR","12828","3",0.0530957523398128,885,"CD19&CD20",16668
"IgD+CD27+","B_CELL_12828_002_P1.fcs","CIMR","12828","3",0.0293976481881449,490,"CD19&CD20",16668
"IgD+CD27-","B_CELL_12828_002_P1.fcs","CIMR","12828","3",0.773938084953204,12900,"CD19&CD20",16668
"IgD-CD27+","B_CELL_12828_002_P1.fcs","CIMR","12828","3",0.0568754499640029,948,"CD19&CD20",16668
"IgD-CD27-","B_CELL_12828_002_P1.fcs","CIMR","12828","3",0.139788816894648,2330,"CD19&CD20",16668
"CD19","B_CELL_12828_002_P1.fcs","CIMR","12828","3",0.15690440909218,16836,"Live",107301
"CD20","B_CELL_12828_002_P1.fcs","CIMR","12828","3",0.156699378384172,16814,"Live",107301
"CD3","B_CELL_12828_002_P1.fcs","CIMR","12828","3",0.625949431971743,67165,"Live",107301
"Lymphocytes","B_CELL_12828_002_P1.fcs","CIMR","12828","3",1,113517,"nonDebris",113517
"Plasmablasts","B_CELL_12828_P1.fcs","CIMR","12828","1",0.560869565217391,129,"CD19&!CD20",230
"IgD+CD27-","B_CELL_12828_P1.fcs","CIMR","12828","1",0.769949710598729,16229,"CD19&CD20",21078
"IgD-CD27+","B_CELL_12828_P1.fcs","CIMR","12828","1",0.0584495682702344,1232,"CD19&CD20",21078
"IgD-CD27-","B_CELL_12828_P1.fcs","CIMR","12828","1",0.138153525002372,2912,"CD19&CD20",21078
"IgD+CD27+","B_CELL_12828_P1.fcs","CIMR","12828","1",0.033447196128665,705,"CD19&CD20",21078
"Transitional","B_CELL_12828_P1.fcs","CIMR","12828","1",0.0576904829680235,1216,"CD19&CD20",21078
"CD3","B_CELL_12828_P1.fcs","CIMR","12828","1",0.627105818045566,85356,"Live",136111
"CD20","B_CELL_12828_P1.fcs","CIMR","12828","1",0.156394413383195,21287,"Live",136111
"CD19","B_CELL_12828_P1.fcs","CIMR","12828","1",0.156548699223428,21308,"Live",136111
"Lymphocytes","B_CELL_12828_P1.fcs","CIMR","12828","1",1,143512,"nonDebris",143512
"Plasmablasts","B_CELL_1349_001_P1.fcs","CIMR","1349","2",0.470588235294118,16,"CD19&!CD20",34
"IgD+CD27-","B_CELL_1349_001_P1.fcs","CIMR","1349","2",0.679289793891234,5471,"CD19&CD20",8054
"IgD+CD27+","B_CELL_1349_001_P1.fcs","CIMR","1349","2",0.0542587534144524,437,"CD19&CD20",8054
"Transitional","B_CELL_1349_001_P1.fcs","CIMR","1349","2",0.0617084678420661,497,"CD19&CD20",8054
"IgD-CD27-","B_CELL_1349_001_P1.fcs","CIMR","1349","2",0.101564440029799,818,"CD19&CD20",8054
"IgD-CD27+","B_CELL_1349_001_P1.fcs","CIMR","1349","2",0.164887012664515,1328,"CD19&CD20",8054
"CD3","B_CELL_1349_001_P1.fcs","CIMR","1349","2",0.72343137254902,44274,"Live",61200
"CD19","B_CELL_1349_001_P1.fcs","CIMR","1349","2",0.132156862745098,8088,"Live",61200
"CD20","B_CELL_1349_001_P1.fcs","CIMR","1349","2",0.133267973856209,8156,"Live",61200
"Lymphocytes","B_CELL_1349_001_P1.fcs","CIMR","1349","2",1,62961,"nonDebris",62961
"Plasmablasts","B_CELL_1349_002_P1.fcs","CIMR","1349","3",0.545454545454545,6,"CD19&!CD20",11
"Transitional","B_CELL_1349_002_P1.fcs","CIMR","1349","3",0.0470869912210694,118,"CD19&CD20",2506
"IgD-CD27-","B_CELL_1349_002_P1.fcs","CIMR","1349","3",0.0933758978451716,234,"CD19&CD20",2506
"IgD+CD27-","B_CELL_1349_002_P1.fcs","CIMR","1349","3",0.667597765363129,1673,"CD19&CD20",2506
"IgD+CD27+","B_CELL_1349_002_P1.fcs","CIMR","1349","3",0.0610534716679968,153,"CD19&CD20",2506
"IgD-CD27+","B_CELL_1349_002_P1.fcs","CIMR","1349","3",0.177972865123703,446,"CD19&CD20",2506
"CD19","B_CELL_1349_002_P1.fcs","CIMR","1349","3",0.131121066888935,2517,"Live",19196
"CD3","B_CELL_1349_002_P1.fcs","CIMR","1349","3",0.71759741612836,13775,"Live",19196
"CD20","B_CELL_1349_002_P1.fcs","CIMR","1349","3",0.132944363409044,2552,"Live",19196
"Lymphocytes","B_CELL_1349_002_P1.fcs","CIMR","1349","3",1,19789,"nonDebris",19789
"Plasmablasts","B_CELL_1349_P1.fcs","CIMR","1349","1",0.604651162790698,26,"CD19&!CD20",43
"IgD+CD27-","B_CELL_1349_P1.fcs","CIMR","1349","1",0.673492098820387,6052,"CD19&CD20",8986
"Transitional","B_CELL_1349_P1.fcs","CIMR","1349","1",0.0598709103049188,538,"CD19&CD20",8986
"IgD-CD27-","B_CELL_1349_P1.fcs","CIMR","1349","1",0.0974849766303138,876,"CD19&CD20",8986
"IgD+CD27+","B_CELL_1349_P1.fcs","CIMR","1349","1",0.0578677943467616,520,"CD19&CD20",8986
"IgD-CD27+","B_CELL_1349_P1.fcs","CIMR","1349","1",0.171155130202537,1538,"CD19&CD20",8986
"CD19","B_CELL_1349_P1.fcs","CIMR","1349","1",0.13199327534537,9029,"Live",68405
"CD3","B_CELL_1349_P1.fcs","CIMR","1349","1",0.722607996491485,49430,"Live",68405
"CD20","B_CELL_1349_P1.fcs","CIMR","1349","1",0.132870404210219,9089,"Live",68405
"Lymphocytes","B_CELL_1349_P1.fcs","CIMR","1349","1",1,70090,"nonDebris",70090
"Plasmablasts","B_CELL_1369_001_P1.fcs","CIMR","1369","2",0.659574468085106,31,"CD19&!CD20",47
"IgD+CD27+","B_CELL_1369_001_P1.fcs","CIMR","1369","2",0.135618479880775,637,"CD19&CD20",4697
"IgD-CD27-","B_CELL_1369_001_P1.fcs","CIMR","1369","2",0.110921865020226,521,"CD19&CD20",4697
"IgD+CD27-","B_CELL_1369_001_P1.fcs","CIMR","1369","2",0.590163934426229,2772,"CD19&CD20",4697
"Transitional","B_CELL_1369_001_P1.fcs","CIMR","1369","2",0.0359804130295934,169,"CD19&CD20",4697
"IgD-CD27+","B_CELL_1369_001_P1.fcs","CIMR","1369","2",0.16329572067277,767,"CD19&CD20",4697
"CD19","B_CELL_1369_001_P1.fcs","CIMR","1369","2",0.133954539037131,4744,"Live",35415
"CD3","B_CELL_1369_001_P1.fcs","CIMR","1369","2",0.645009176902442,22843,"Live",35415
"CD20","B_CELL_1369_001_P1.fcs","CIMR","1369","2",0.133248623464634,4719,"Live",35415
"Lymphocytes","B_CELL_1369_001_P1.fcs","CIMR","1369","2",1,37144,"nonDebris",37144
"Plasmablasts","B_CELL_1369_002_P1.fcs","CIMR","1369","3",0.734375,47,"CD19&!CD20",64
"IgD-CD27-","B_CELL_1369_002_P1.fcs","CIMR","1369","3",0.104751942618051,701,"CD19&CD20",6692
"IgD+CD27-","B_CELL_1369_002_P1.fcs","CIMR","1369","3",0.588314405260012,3937,"CD19&CD20",6692
"Transitional","B_CELL_1369_002_P1.fcs","CIMR","1369","3",0.0346682606096832,232,"CD19&CD20",6692
"IgD+CD27+","B_CELL_1369_002_P1.fcs","CIMR","1369","3",0.142857142857143,956,"CD19&CD20",6692
"IgD-CD27+","B_CELL_1369_002_P1.fcs","CIMR","1369","3",0.164076509264794,1098,"CD19&CD20",6692
"CD20","B_CELL_1369_002_P1.fcs","CIMR","1369","3",0.129252876875492,6728,"Live",52053
"CD3","B_CELL_1369_002_P1.fcs","CIMR","1369","3",0.650068199719517,33838,"Live",52053
"CD19","B_CELL_1369_002_P1.fcs","CIMR","1369","3",0.129790790156187,6756,"Live",52053
"Lymphocytes","B_CELL_1369_002_P1.fcs","CIMR","1369","3",1,54675,"nonDebris",54675
"Plasmablasts","B_CELL_1369_P1.fcs","CIMR","1369","1",0.688311688311688,53,"CD19&!CD20",77
"Transitional","B_CELL_1369_P1.fcs","CIMR","1369","1",0.0296774193548387,345,"CD19&CD20",11625
"IgD-CD27-","B_CELL_1369_P1.fcs","CIMR","1369","1",0.0938494623655914,1091,"CD19&CD20",11625
"IgD+CD27+","B_CELL_1369_P1.fcs","CIMR","1369","1",0.123698924731183,1438,"CD19&CD20",11625
"IgD-CD27+","B_CELL_1369_P1.fcs","CIMR","1369","1",0.152774193548387,1776,"CD19&CD20",11625
"IgD+CD27-","B_CELL_1369_P1.fcs","CIMR","1369","1",0.629677419354839,7320,"CD19&CD20",11625
"CD20","B_CELL_1369_P1.fcs","CIMR","1369","1",0.134306401563039,11686,"Live",87010
"CD19","B_CELL_1369_P1.fcs","CIMR","1369","1",0.134490288472589,11702,"Live",87010
"CD3","B_CELL_1369_P1.fcs","CIMR","1369","1",0.661567635903919,57563,"Live",87010
"Lymphocytes","B_CELL_1369_P1.fcs","CIMR","1369","1",1,91045,"nonDebris",91045
"Plasmablasts","BCELL 22013_12828_001.fcs","UCLA","12828","1",0.524038461538462,109,"CD19&!CD20",208
"IgD+CD27-","BCELL 22013_12828_001.fcs","UCLA","12828","1",0.597086018492575,8524,"CD19&CD20",14276
"IgD+CD27+","BCELL 22013_12828_001.fcs","UCLA","12828","1",0.0231157186887083,330,"CD19&CD20",14276
"IgD-CD27-","BCELL 22013_12828_001.fcs","UCLA","12828","1",0.311291678341272,4444,"CD19&CD20",14276
"Transitional","BCELL 22013_12828_001.fcs","UCLA","12828","1",0.0745306808629868,1064,"CD19&CD20",14276
"IgD-CD27+","BCELL 22013_12828_001.fcs","UCLA","12828","1",0.0685065844774447,978,"CD19&CD20",14276
"CD20","BCELL 22013_12828_001.fcs","UCLA","12828","1",0.160403591879802,14594,"Live",90983
"CD19","BCELL 22013_12828_001.fcs","UCLA","12828","1",0.159194574810679,14484,"Live",90983
"CD3","BCELL 22013_12828_001.fcs","UCLA","12828","1",0.638426958882429,58086,"Live",90983
"Lymphocytes","BCELL 22013_12828_001.fcs","UCLA","12828","1",1,109863,"nonDebris",109863
"Plasmablasts","BCELL 22013_12828_002.fcs","UCLA","12828","2",0.491329479768786,85,"CD19&!CD20",173
"IgD+CD27+","BCELL 22013_12828_002.fcs","UCLA","12828","2",0.0233097231165486,362,"CD19&CD20",15530
"IgD-CD27+","BCELL 22013_12828_002.fcs","UCLA","12828","2",0.0692852543464263,1076,"CD19&CD20",15530
"Transitional","BCELL 22013_12828_002.fcs","UCLA","12828","2",0.068126207340631,1058,"CD19&CD20",15530
"IgD-CD27-","BCELL 22013_12828_002.fcs","UCLA","12828","2",0.286992916934965,4457,"CD19&CD20",15530
"IgD+CD27-","BCELL 22013_12828_002.fcs","UCLA","12828","2",0.620412105602061,9635,"CD19&CD20",15530
"CD20","BCELL 22013_12828_002.fcs","UCLA","12828","2",0.187063635722513,15915,"Live",85078
"CD19","BCELL 22013_12828_002.fcs","UCLA","12828","2",0.184571804696866,15703,"Live",85078
"CD3","BCELL 22013_12828_002.fcs","UCLA","12828","2",0.611862055995675,52056,"Live",85078
"Lymphocytes","BCELL 22013_12828_002.fcs","UCLA","12828","2",1,98216,"nonDebris",98216
"Plasmablasts","BCELL 22013_12828_003.fcs","UCLA","12828","3",0.441964285714286,99,"CD19&!CD20",224
"IgD-CD27-","BCELL 22013_12828_003.fcs","UCLA","12828","3",0.293717558618221,4923,"CD19&CD20",16761
"IgD+CD27+","BCELL 22013_12828_003.fcs","UCLA","12828","3",0.0255354692440785,428,"CD19&CD20",16761
"Transitional","BCELL 22013_12828_003.fcs","UCLA","12828","3",0.0716544358928465,1201,"CD19&CD20",16761
"IgD-CD27+","BCELL 22013_12828_003.fcs","UCLA","12828","3",0.0682536841477239,1144,"CD19&CD20",16761
"IgD+CD27-","BCELL 22013_12828_003.fcs","UCLA","12828","3",0.612493287989977,10266,"CD19&CD20",16761
"CD19","BCELL 22013_12828_003.fcs","UCLA","12828","3",0.176507877125161,16985,"Live",96228
"CD3","BCELL 22013_12828_003.fcs","UCLA","12828","3",0.622583863324604,59910,"Live",96228
"CD20","BCELL 22013_12828_003.fcs","UCLA","12828","3",0.17780687533774,17110,"Live",96228
"Lymphocytes","BCELL 22013_12828_003.fcs","UCLA","12828","3",1,115037,"nonDebris",115037
"Plasmablasts","BCELL 22013_1349_001.fcs","UCLA","1349","1",0.555555555555556,35,"CD19&!CD20",63
"IgD+CD27+","BCELL 22013_1349_001.fcs","UCLA","1349","1",0.0504465762487595,305,"CD19&CD20",6046
"IgD-CD27-","BCELL 22013_1349_001.fcs","UCLA","1349","1",0.108997684419451,659,"CD19&CD20",6046
"IgD-CD27+","BCELL 22013_1349_001.fcs","UCLA","1349","1",0.166225603704929,1005,"CD19&CD20",6046
"IgD+CD27-","BCELL 22013_1349_001.fcs","UCLA","1349","1",0.674330135626861,4077,"CD19&CD20",6046
"Transitional","BCELL 22013_1349_001.fcs","UCLA","1349","1",0.0641746609328482,388,"CD19&CD20",6046
"CD19","BCELL 22013_1349_001.fcs","UCLA","1349","1",0.0754877852879756,6109,"Live",80927
"CD3","BCELL 22013_1349_001.fcs","UCLA","1349","1",0.827968415979834,67005,"Live",80927
"CD20","BCELL 22013_1349_001.fcs","UCLA","1349","1",0.0770323872131674,6234,"Live",80927
"Lymphocytes","BCELL 22013_1349_001.fcs","UCLA","1349","1",1,97442,"nonDebris",97442
"Plasmablasts","BCELL 22013_1349_002.fcs","UCLA","1349","2",0.586206896551724,34,"CD19&!CD20",58
"Transitional","BCELL 22013_1349_002.fcs","UCLA","1349","2",0.0462768195204039,330,"CD19&CD20",7131
"IgD-CD27+","BCELL 22013_1349_002.fcs","UCLA","1349","2",0.155518160145842,1109,"CD19&CD20",7131
"IgD+CD27-","BCELL 22013_1349_002.fcs","UCLA","1349","2",0.695133922311036,4957,"CD19&CD20",7131
"IgD+CD27+","BCELL 22013_1349_002.fcs","UCLA","1349","2",0.0486607768896368,347,"CD19&CD20",7131
"IgD-CD27-","BCELL 22013_1349_002.fcs","UCLA","1349","2",0.100687140653485,718,"CD19&CD20",7131
"CD3","BCELL 22013_1349_002.fcs","UCLA","1349","2",0.811531553849012,65519,"Live",80735
"CD20","BCELL 22013_1349_002.fcs","UCLA","1349","2",0.0909271072025763,7341,"Live",80735
"CD19","BCELL 22013_1349_002.fcs","UCLA","1349","2",0.0890444045333498,7189,"Live",80735
"Lymphocytes","BCELL 22013_1349_002.fcs","UCLA","1349","2",1,97993,"nonDebris",97993
"Plasmablasts","BCELL 22013_1349_003.fcs","UCLA","1349","3",0.407894736842105,31,"CD19&!CD20",76
"Transitional","BCELL 22013_1349_003.fcs","UCLA","1349","3",0.0519463440294582,395,"CD19&CD20",7604
"IgD+CD27+","BCELL 22013_1349_003.fcs","UCLA","1349","3",0.0490531299316149,373,"CD19&CD20",7604
"IgD-CD27-","BCELL 22013_1349_003.fcs","UCLA","1349","3",0.101394003156234,771,"CD19&CD20",7604
"IgD-CD27+","BCELL 22013_1349_003.fcs","UCLA","1349","3",0.171620199894792,1305,"CD19&CD20",7604
"IgD+CD27-","BCELL 22013_1349_003.fcs","UCLA","1349","3",0.677932667017359,5155,"CD19&CD20",7604
"CD3","BCELL 22013_1349_003.fcs","UCLA","1349","3",0.807877784358042,66843,"Live",82739
"CD20","BCELL 22013_1349_003.fcs","UCLA","1349","3",0.0951425567144877,7872,"Live",82739
"CD19","BCELL 22013_1349_003.fcs","UCLA","1349","3",0.0928220065507197,7680,"Live",82739
"Lymphocytes","BCELL 22013_1349_003.fcs","UCLA","1349","3",1,99259,"nonDebris",99259
"Plasmablasts","BCELL 22013_1369_001.fcs","UCLA","1369","1",0.654761904761905,55,"CD19&!CD20",84
"IgD+CD27-","BCELL 22013_1369_001.fcs","UCLA","1369","1",0.638872782094399,5509,"CD19&CD20",8623
"Transitional","BCELL 22013_1369_001.fcs","UCLA","1369","1",0.0409370288762612,353,"CD19&CD20",8623
