"Population","Filename","Center","Sample","Replicate","Proportion","Count","Parent","Count_Parent"
"CD3","1349_2_B5_B05.fcs","Yale","1349","2",0.710426842217031,16727,"Live",23545
"Lymphocytes","1349_2_B5_B05.fcs","Yale","1349","2",1,23888,"nonDebris",23888
"CCR4-HLADR-","1349_2_T REG.fcs","Baylor","1349","2",0.370646766169154,745,"CD25+CD127-",2010
"CCR4-CD45RO+","1349_2_T REG.fcs","Baylor","1349","2",0.160696517412935,323,"CD25+CD127-",2010
"CCR4+HLADR-","1349_2_T REG.fcs","Baylor","1349","2",0.37363184079602,751,"CD25+CD127-",2010
"CCR4+HLADR+","1349_2_T REG.fcs","Baylor","1349","2",0.24228855721393,487,"CD25+CD127-",2010
"CCR4+CD45RO-","1349_2_T REG.fcs","Baylor","1349","2",0.0303482587064677,61,"CD25+CD127-",2010
"CCR4+CD45RO+","1349_2_T REG.fcs","Baylor","1349","2",0.585572139303483,1177,"CD25+CD127-",2010
"CCR4-HLADR+","1349_2_T REG.fcs","Baylor","1349","2",0.0134328358208955,27,"CD25+CD127-",2010
"CCR4-CD45RO-","1349_2_T REG.fcs","Baylor","1349","2",0.223383084577114,449,"CD25+CD127-",2010
"CD4","1349_2_T REG.fcs","Baylor","1349","2",0.533985700635893,32414,"CD3",60702
"Activated","1349_2_T REG.fcs","Baylor","1349","2",0.0150243721848584,487,"CD4",32414
"Naive","1349_2_T REG.fcs","Baylor","1349","2",0.00188190288147097,61,"CD4",32414
"CD25+CD127-","1349_2_T REG.fcs","Baylor","1349","2",0.0620102424878139,2010,"CD4",32414
"Total","1349_2_T REG.fcs","Baylor","1349","2",0.0381933732337879,1238,"CD4",32414
"Memory","1349_2_T REG.fcs","Baylor","1349","2",0.0363114703523169,1177,"CD4",32414
"CD3","1349_2_T REG.fcs","Baylor","1349","2",0.735380701435581,60702,"Live",82545
"Lymphocytes","1349_2_T REG.fcs","Baylor","1349","2",1,88656,"nonDebris",88656
"CCR4+HLADR-","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.356923076923077,812,"CD25+CD127-",2275
"CCR4+HLADR+","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.363956043956044,828,"CD25+CD127-",2275
"CCR4-CD45RO+","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.114285714285714,260,"CD25+CD127-",2275
"CCR4-HLADR+","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.0136263736263736,31,"CD25+CD127-",2275
"CCR4+CD45RO+","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.684395604395604,1557,"CD25+CD127-",2275
"CCR4-HLADR-","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.265494505494505,604,"CD25+CD127-",2275
"CCR4+CD45RO-","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.0364835164835165,83,"CD25+CD127-",2275
"CCR4-CD45RO-","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.164835164835165,375,"CD25+CD127-",2275
"CD4","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.51684743565033,29497,"CD3",57071
"Naive","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.0028138454758111,83,"CD4",29497
"Activated","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.0280706512526698,828,"CD4",29497
"Total","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.0555988744618097,1640,"CD4",29497
"Memory","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.0527850289859986,1557,"CD4",29497
"CD25+CD127-","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.0771264874394006,2275,"CD4",29497
"CD3","1349_2_Treg_B05.fcs","NHLBI","1349","2",0.675788326958828,57071,"Live",84451
"Lymphocytes","1349_2_Treg_B05.fcs","NHLBI","1349","2",1,87237,"nonDebris",87237
"CCR4-HLADR+","1349_3_B6_B06.fcs","Yale","1349","3",0.0348837209302326,12,"CD25+CD127-",344
"CCR4+HLADR-","1349_3_B6_B06.fcs","Yale","1349","3",0.375,129,"CD25+CD127-",344
"CCR4-HLADR-","1349_3_B6_B06.fcs","Yale","1349","3",0.311046511627907,107,"CD25+CD127-",344
"CCR4-CD45RO-","1349_3_B6_B06.fcs","Yale","1349","3",0.186046511627907,64,"CD25+CD127-",344
"CCR4-CD45RO+","1349_3_B6_B06.fcs","Yale","1349","3",0.159883720930233,55,"CD25+CD127-",344
"CCR4+CD45RO-","1349_3_B6_B06.fcs","Yale","1349","3",0.0348837209302326,12,"CD25+CD127-",344
"CCR4+CD45RO+","1349_3_B6_B06.fcs","Yale","1349","3",0.619186046511628,213,"CD25+CD127-",344
"CCR4+HLADR+","1349_3_B6_B06.fcs","Yale","1349","3",0.27906976744186,96,"CD25+CD127-",344
"CD4","1349_3_B6_B06.fcs","Yale","1349","3",0.522766605000895,8760,"CD3",16757
"Total","1349_3_B6_B06.fcs","Yale","1349","3",0.0256849315068493,225,"CD4",8760
"Naive","1349_3_B6_B06.fcs","Yale","1349","3",0.00136986301369863,12,"CD4",8760
"Activated","1349_3_B6_B06.fcs","Yale","1349","3",0.010958904109589,96,"CD4",8760
"Memory","1349_3_B6_B06.fcs","Yale","1349","3",0.0243150684931507,213,"CD4",8760
"CD25+CD127-","1349_3_B6_B06.fcs","Yale","1349","3",0.0392694063926941,344,"CD4",8760
"CD3","1349_3_B6_B06.fcs","Yale","1349","3",0.724815087157749,16757,"Live",23119
"Lymphocytes","1349_3_B6_B06.fcs","Yale","1349","3",1,23505,"nonDebris",23505
"CCR4-HLADR-","1349_3_T REG.fcs","Baylor","1349","3",0.401588201928531,708,"CD25+CD127-",1763
"CCR4+HLADR-","1349_3_T REG.fcs","Baylor","1349","3",0.365853658536585,645,"CD25+CD127-",1763
"CCR4+CD45RO+","1349_3_T REG.fcs","Baylor","1349","3",0.563811684628474,994,"CD25+CD127-",1763
"CCR4-CD45RO-","1349_3_T REG.fcs","Baylor","1349","3",0.238797504254112,421,"CD25+CD127-",1763
"CCR4+HLADR+","1349_3_T REG.fcs","Baylor","1349","3",0.220079410096427,388,"CD25+CD127-",1763
"CCR4-CD45RO+","1349_3_T REG.fcs","Baylor","1349","3",0.175269427112876,309,"CD25+CD127-",1763
"CCR4+CD45RO-","1349_3_T REG.fcs","Baylor","1349","3",0.0221213840045377,39,"CD25+CD127-",1763
"CCR4-HLADR+","1349_3_T REG.fcs","Baylor","1349","3",0.0124787294384572,22,"CD25+CD127-",1763
"CD4","1349_3_T REG.fcs","Baylor","1349","3",0.529377594778835,30985,"CD3",58531
"Activated","1349_3_T REG.fcs","Baylor","1349","3",0.0125221881555591,388,"CD4",30985
"CD25+CD127-","1349_3_T REG.fcs","Baylor","1349","3",0.0568984992738422,1763,"CD4",30985
"Memory","1349_3_T REG.fcs","Baylor","1349","3",0.032080038728417,994,"CD4",30985
"Total","1349_3_T REG.fcs","Baylor","1349","3",0.0333387122801355,1033,"CD4",30985
"Naive","1349_3_T REG.fcs","Baylor","1349","3",0.00125867355171857,39,"CD4",30985
"CD3","1349_3_T REG.fcs","Baylor","1349","3",0.733526330300524,58531,"Live",79794
"Lymphocytes","1349_3_T REG.fcs","Baylor","1349","3",1,85221,"nonDebris",85221
"CCR4-HLADR-","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.294930875576037,576,"CD25+CD127-",1953
"CCR4-CD45RO+","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.119815668202765,234,"CD25+CD127-",1953
"CCR4+HLADR-","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.325140809011777,635,"CD25+CD127-",1953
"CCR4-CD45RO-","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.189452124935996,370,"CD25+CD127-",1953
"CCR4+CD45RO+","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.669226830517153,1307,"CD25+CD127-",1953
"CCR4+CD45RO-","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.021505376344086,42,"CD25+CD127-",1953
"CCR4-HLADR+","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.014336917562724,28,"CD25+CD127-",1953
"CCR4+HLADR+","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.365591397849462,714,"CD25+CD127-",1953
"CD4","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.515364319863516,25979,"CD3",50409
"Naive","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.00161669040378767,42,"CD4",25979
"Activated","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.0274837368643905,714,"CD4",25979
"Total","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.0519265560645136,1349,"CD4",25979
"CD25+CD127-","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.0751761037761269,1953,"CD4",25979
"Memory","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.050309865660726,1307,"CD4",25979
"CD3","1349_3_Treg_B06.fcs","NHLBI","1349","3",0.678479615596861,50409,"Live",74297
"Lymphocytes","1349_3_Treg_B06.fcs","NHLBI","1349","3",1,76804,"nonDebris",76804
"CCR4-CD45RO-","1349-1_B4_B04.fcs","Stanford","1349","1",0.181626187961985,172,"CD25+CD127-",947
"CCR4+HLADR-","1349-1_B4_B04.fcs","Stanford","1349","1",0.312565997888068,296,"CD25+CD127-",947
"CCR4+HLADR+","1349-1_B4_B04.fcs","Stanford","1349","1",0.312565997888068,296,"CD25+CD127-",947
"CCR4-HLADR-","1349-1_B4_B04.fcs","Stanford","1349","1",0.325237592397043,308,"CD25+CD127-",947
"CCR4-CD45RO+","1349-1_B4_B04.fcs","Stanford","1349","1",0.19324181626188,183,"CD25+CD127-",947
"CCR4+CD45RO+","1349-1_B4_B04.fcs","Stanford","1349","1",0.578669482576558,548,"CD25+CD127-",947
"CCR4-HLADR+","1349-1_B4_B04.fcs","Stanford","1349","1",0.0496304118268215,47,"CD25+CD127-",947
"CCR4+CD45RO-","1349-1_B4_B04.fcs","Stanford","1349","1",0.0464625131995776,44,"CD25+CD127-",947
"CD4","1349-1_B4_B04.fcs","Stanford","1349","1",0.508231335158853,15405,"CD3",30311
"Naive","1349-1_B4_B04.fcs","Stanford","1349","1",0.00285621551444336,44,"CD4",15405
"Total","1349-1_B4_B04.fcs","Stanford","1349","1",0.0384290814670561,592,"CD4",15405
"CD25+CD127-","1349-1_B4_B04.fcs","Stanford","1349","1",0.0614735475494969,947,"CD4",15405
"Activated","1349-1_B4_B04.fcs","Stanford","1349","1",0.0192145407335281,296,"CD4",15405
"Memory","1349-1_B4_B04.fcs","Stanford","1349","1",0.0355728659526128,548,"CD4",15405
"CD3","1349-1_B4_B04.fcs","Stanford","1349","1",0.735900361747068,30311,"Live",41189
"Lymphocytes","1349-1_B4_B04.fcs","Stanford","1349","1",1,44795,"nonDebris",44795
"CCR4-CD45RO+","1349-2_B5_B05.fcs","Stanford","1349","2",0.234989648033126,227,"CD25+CD127-",966
"CCR4-CD45RO-","1349-2_B5_B05.fcs","Stanford","1349","2",0.216356107660455,209,"CD25+CD127-",966
"CCR4+HLADR+","1349-2_B5_B05.fcs","Stanford","1349","2",0.263975155279503,255,"CD25+CD127-",966
"CCR4+CD45RO-","1349-2_B5_B05.fcs","Stanford","1349","2",0.036231884057971,35,"CD25+CD127-",966
"CCR4+CD45RO+","1349-2_B5_B05.fcs","Stanford","1349","2",0.512422360248447,495,"CD25+CD127-",966
"CCR4-HLADR+","1349-2_B5_B05.fcs","Stanford","1349","2",0.0631469979296066,61,"CD25+CD127-",966
"CCR4+HLADR-","1349-2_B5_B05.fcs","Stanford","1349","2",0.284679089026915,275,"CD25+CD127-",966
"CCR4-HLADR-","1349-2_B5_B05.fcs","Stanford","1349","2",0.388198757763975,375,"CD25+CD127-",966
"CD4","1349-2_B5_B05.fcs","Stanford","1349","2",0.507214792801717,15361,"CD3",30285
"Naive","1349-2_B5_B05.fcs","Stanford","1349","2",0.00227849749365276,35,"CD4",15361
"CD25+CD127-","1349-2_B5_B05.fcs","Stanford","1349","2",0.0628865308248161,966,"CD4",15361
"Activated","1349-2_B5_B05.fcs","Stanford","1349","2",0.0166004817394701,255,"CD4",15361
"Total","1349-2_B5_B05.fcs","Stanford","1349","2",0.0345029620467417,530,"CD4",15361
"Memory","1349-2_B5_B05.fcs","Stanford","1349","2",0.032224464553089,495,"CD4",15361
"CD3","1349-2_B5_B05.fcs","Stanford","1349","2",0.728249891790506,30285,"Live",41586
"Lymphocytes","1349-2_B5_B05.fcs","Stanford","1349","2",1,44987,"nonDebris",44987
"CCR4-CD45RO-","1349-3_B6_B06.fcs","Stanford","1349","3",0.205653021442495,211,"CD25+CD127-",1026
"CCR4+HLADR-","1349-3_B6_B06.fcs","Stanford","1349","3",0.252436647173489,259,"CD25+CD127-",1026
"CCR4+HLADR+","1349-3_B6_B06.fcs","Stanford","1349","3",0.316764132553606,325,"CD25+CD127-",1026
"CCR4+CD45RO-","1349-3_B6_B06.fcs","Stanford","1349","3",0.0311890838206628,32,"CD25+CD127-",1026
"CCR4-HLADR+","1349-3_B6_B06.fcs","Stanford","1349","3",0.0701754385964912,72,"CD25+CD127-",1026
"CCR4-CD45RO+","1349-3_B6_B06.fcs","Stanford","1349","3",0.225146198830409,231,"CD25+CD127-",1026
"CCR4-HLADR-","1349-3_B6_B06.fcs","Stanford","1349","3",0.360623781676413,370,"CD25+CD127-",1026
"CCR4+CD45RO+","1349-3_B6_B06.fcs","Stanford","1349","3",0.538011695906433,552,"CD25+CD127-",1026
"CD4","1349-3_B6_B06.fcs","Stanford","1349","3",0.5028652860738,16585,"CD3",32981
"Naive","1349-3_B6_B06.fcs","Stanford","1349","3",0.00192945432619837,32,"CD4",16585
"CD25+CD127-","1349-3_B6_B06.fcs","Stanford","1349","3",0.0618631293337353,1026,"CD4",16585
"Memory","1349-3_B6_B06.fcs","Stanford","1349","3",0.0332830871269219,552,"CD4",16585
"Total","1349-3_B6_B06.fcs","Stanford","1349","3",0.0352125414531203,584,"CD4",16585
"Activated","1349-3_B6_B06.fcs","Stanford","1349","3",0.0195960205004522,325,"CD4",16585
"CD3","1349-3_B6_B06.fcs","Stanford","1349","3",0.734396223474137,32981,"Live",44909
"Lymphocytes","1349-3_B6_B06.fcs","Stanford","1349","3",1,48520,"nonDebris",48520
"CCR4-HLADR+","1369_1_B7_B07.fcs","Yale","1369","1",0.00327868852459016,2,"CD25+CD127-",610
"CCR4-HLADR-","1369_1_B7_B07.fcs","Yale","1369","1",0.663934426229508,405,"CD25+CD127-",610
"CCR4+CD45RO-","1369_1_B7_B07.fcs","Yale","1369","1",0.0442622950819672,27,"CD25+CD127-",610
"CCR4+CD45RO+","1369_1_B7_B07.fcs","Yale","1369","1",0.288524590163934,176,"CD25+CD127-",610
"CCR4+HLADR+","1369_1_B7_B07.fcs","Yale","1369","1",0.0163934426229508,10,"CD25+CD127-",610
"CCR4-CD45RO+","1369_1_B7_B07.fcs","Yale","1369","1",0.129508196721311,79,"CD25+CD127-",610
"CCR4+HLADR-","1369_1_B7_B07.fcs","Yale","1369","1",0.316393442622951,193,"CD25+CD127-",610
"CCR4-CD45RO-","1369_1_B7_B07.fcs","Yale","1369","1",0.537704918032787,328,"CD25+CD127-",610
"CD4","1369_1_B7_B07.fcs","Yale","1369","1",0.670326698398962,12393,"CD3",18488
"Total","1369_1_B7_B07.fcs","Yale","1369","1",0.0163802146372952,203,"CD4",12393
"Naive","1369_1_B7_B07.fcs","Yale","1369","1",0.00217864923747277,27,"CD4",12393
"Memory","1369_1_B7_B07.fcs","Yale","1369","1",0.0142015653998225,176,"CD4",12393
"CD25+CD127-","1369_1_B7_B07.fcs","Yale","1369","1",0.0492213346243847,610,"CD4",12393
"Activated","1369_1_B7_B07.fcs","Yale","1369","1",0.000806907124989914,10,"CD4",12393
"CD3","1369_1_B7_B07.fcs","Yale","1369","1",0.748683890823682,18488,"Live",24694
"Lymphocytes","1369_1_B7_B07.fcs","Yale","1369","1",1,25239,"nonDebris",25239
"CCR4-HLADR-","1369_1_T REG.fcs","Baylor","1369","1",0.563472152533869,1123,"CD25+CD127-",1993
"CCR4-HLADR+","1369_1_T REG.fcs","Baylor","1369","1",0.00200702458605118,4,"CD25+CD127-",1993
"CCR4+HLADR-","1369_1_T REG.fcs","Baylor","1369","1",0.41645760160562,830,"CD25+CD127-",1993
"CCR4+CD45RO-","1369_1_T REG.fcs","Baylor","1369","1",0.0431510286001004,86,"CD25+CD127-",1993
"CCR4-CD45RO+","1369_1_T REG.fcs","Baylor","1369","1",0.113396889111892,226,"CD25+CD127-",1993
"CCR4-CD45RO-","1369_1_T REG.fcs","Baylor","1369","1",0.452082288008028,901,"CD25+CD127-",1993
"CCR4+HLADR+","1369_1_T REG.fcs","Baylor","1369","1",0.0180632212744606,36,"CD25+CD127-",1993
"CCR4+CD45RO+","1369_1_T REG.fcs","Baylor","1369","1",0.39136979427998,780,"CD25+CD127-",1993
"CD4","1369_1_T REG.fcs","Baylor","1369","1",0.657384216038982,28871,"CD3",43918
"Naive","1369_1_T REG.fcs","Baylor","1369","1",0.00297876762148869,86,"CD4",28871
"Activated","1369_1_T REG.fcs","Baylor","1369","1",0.00124692598108829,36,"CD4",28871
"Memory","1369_1_T REG.fcs","Baylor","1369","1",0.0270167295902463,780,"CD4",28871
"CD25+CD127-","1369_1_T REG.fcs","Baylor","1369","1",0.06903120778636,1993,"CD4",28871
"Total","1369_1_T REG.fcs","Baylor","1369","1",0.029995497211735,866,"CD4",28871
"CD3","1369_1_T REG.fcs","Baylor","1369","1",0.743755186370641,43918,"Live",59049
"Lymphocytes","1369_1_T REG.fcs","Baylor","1369","1",1,62122,"nonDebris",62122
"CCR4-HLADR-","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.455511811023622,1157,"CD25+CD127-",2540
"CCR4+CD45RO+","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.468110236220472,1189,"CD25+CD127-",2540
"CCR4-HLADR+","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.00669291338582677,17,"CD25+CD127-",2540
"CCR4+CD45RO-","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.0696850393700787,177,"CD25+CD127-",2540
"CCR4-CD45RO+","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.0641732283464567,163,"CD25+CD127-",2540
"CCR4+HLADR-","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.472047244094488,1199,"CD25+CD127-",2540
"CCR4-CD45RO-","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.398031496062992,1011,"CD25+CD127-",2540
"CCR4+HLADR+","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.065748031496063,167,"CD25+CD127-",2540
"CD4","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.606388618136425,35461,"CD3",58479
"Memory","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.0335297932940413,1189,"CD4",35461
"Activated","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.00470939905812019,167,"CD4",35461
"Total","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.0385211922957615,1366,"CD4",35461
"CD25+CD127-","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.0716279856744029,2540,"CD4",35461
"Naive","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.0049913990017202,177,"CD4",35461
"CD3","1369_1_Treg_B07.fcs","NHLBI","1369","1",0.733242219825965,58479,"Live",79754
"Lymphocytes","1369_1_Treg_B07.fcs","NHLBI","1369","1",1,82458,"nonDebris",82458
"CCR4-CD45RO+","1369_2_B8_B08.fcs","Yale","1369","2",0.0917874396135266,57,"CD25+CD127-",621
"CCR4-HLADR+","1369_2_B8_B08.fcs","Yale","1369","2",0,0,"CD25+CD127-",621
"CCR4+HLADR-","1369_2_B8_B08.fcs","Yale","1369","2",0.341384863123994,212,"CD25+CD127-",621
"CCR4+HLADR+","1369_2_B8_B08.fcs","Yale","1369","2",0.0144927536231884,9,"CD25+CD127-",621
"CCR4+CD45RO-","1369_2_B8_B08.fcs","Yale","1369","2",0.0660225442834139,41,"CD25+CD127-",621
"CCR4+CD45RO+","1369_2_B8_B08.fcs","Yale","1369","2",0.289855072463768,180,"CD25+CD127-",621
"CCR4-HLADR-","1369_2_B8_B08.fcs","Yale","1369","2",0.644122383252818,400,"CD25+CD127-",621
"CCR4-CD45RO-","1369_2_B8_B08.fcs","Yale","1369","2",0.552334943639291,343,"CD25+CD127-",621
"CD4","1369_2_B8_B08.fcs","Yale","1369","2",0.66333676117722,13546,"CD3",20421
"Activated","1369_2_B8_B08.fcs","Yale","1369","2",0.000664402775727152,9,"CD4",13546
"Total","1369_2_B8_B08.fcs","Yale","1369","2",0.0163147792706334,221,"CD4",13546
"CD25+CD127-","1369_2_B8_B08.fcs","Yale","1369","2",0.0458437915251735,621,"CD4",13546
"Memory","1369_2_B8_B08.fcs","Yale","1369","2",0.013288055514543,180,"CD4",13546
"Naive","1369_2_B8_B08.fcs","Yale","1369","2",0.00302672375609036,41,"CD4",13546
"CD3","1369_2_B8_B08.fcs","Yale","1369","2",0.740803888848582,20421,"Live",27566
"Lymphocytes","1369_2_B8_B08.fcs","Yale","1369","2",1,28121,"nonDebris",28121
"CCR4+HLADR-","1369_2_T REG.fcs","Baylor","1369","2",0.427099433281813,829,"CD25+CD127-",1941
"CCR4-CD45RO+","1369_2_T REG.fcs","Baylor","1369","2",0.123647604327666,240,"CD25+CD127-",1941
"CCR4-HLADR+","1369_2_T REG.fcs","Baylor","1369","2",0.00257599175682638,5,"CD25+CD127-",1941
"CCR4+CD45RO+","1369_2_T REG.fcs","Baylor","1369","2",0.425553838227718,826,"CD25+CD127-",1941
"CCR4+HLADR+","1369_2_T REG.fcs","Baylor","1369","2",0.0329726944873776,64,"CD25+CD127-",1941
"CCR4-HLADR-","1369_2_T REG.fcs","Baylor","1369","2",0.537351880473983,1043,"CD25+CD127-",1941
"CCR4-CD45RO-","1369_2_T REG.fcs","Baylor","1369","2",0.416280267903143,808,"CD25+CD127-",1941
"CCR4+CD45RO-","1369_2_T REG.fcs","Baylor","1369","2",0.0345182895414735,67,"CD25+CD127-",1941
"CD4","1369_2_T REG.fcs","Baylor","1369","2",0.652054794520548,29750,"CD3",45625
"Total","1369_2_T REG.fcs","Baylor","1369","2",0.0300168067226891,893,"CD4",29750
"CD25+CD127-","1369_2_T REG.fcs","Baylor","1369","2",0.0652436974789916,1941,"CD4",29750
"Naive","1369_2_T REG.fcs","Baylor","1369","2",0.00225210084033613,67,"CD4",29750
"Activated","1369_2_T REG.fcs","Baylor","1369","2",0.00215126050420168,64,"CD4",29750
"Memory","1369_2_T REG.fcs","Baylor","1369","2",0.0277647058823529,826,"CD4",29750
"CD3","1369_2_T REG.fcs","Baylor","1369","2",0.747460681520315,45625,"Live",61040
"Lymphocytes","1369_2_T REG.fcs","Baylor","1369","2",1,63977,"nonDebris",63977
"CCR4-HLADR-","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.455578093306288,1123,"CD25+CD127-",2465
"CCR4+HLADR-","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.469776876267748,1158,"CD25+CD127-",2465
"CCR4-CD45RO+","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.0657200811359026,162,"CD25+CD127-",2465
"CCR4-HLADR+","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.00365111561866126,9,"CD25+CD127-",2465
"CCR4+CD45RO+","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.465720081135903,1148,"CD25+CD127-",2465
"CCR4+HLADR+","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.0709939148073022,175,"CD25+CD127-",2465
"CCR4+CD45RO-","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.0750507099391481,185,"CD25+CD127-",2465
"CCR4-CD45RO-","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.393509127789047,970,"CD25+CD127-",2465
"CD4","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.608946288060212,35599,"CD3",58460
"CD25+CD127-","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.0692435180763505,2465,"CD4",35599
"Total","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.0374448720469676,1333,"CD4",35599
"Activated","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.00491586842327032,175,"CD4",35599
"Memory","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.0322480968566533,1148,"CD4",35599
"Naive","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.00519677519031433,185,"CD4",35599
"CD3","1369_2_Treg_B08.fcs","NHLBI","1369","2",0.730859628944342,58460,"Live",79988
"Lymphocytes","1369_2_Treg_B08.fcs","NHLBI","1369","2",1,82977,"nonDebris",82977
"CCR4+HLADR+","1369_3_B9_B09.fcs","Yale","1369","3",0.0191082802547771,12,"CD25+CD127-",628
"CCR4+HLADR-","1369_3_B9_B09.fcs","Yale","1369","3",0.331210191082803,208,"CD25+CD127-",628
"CCR4-HLADR-","1369_3_B9_B09.fcs","Yale","1369","3",0.646496815286624,406,"CD25+CD127-",628
"CCR4+CD45RO-","1369_3_B9_B09.fcs","Yale","1369","3",0.0509554140127389,32,"CD25+CD127-",628
"CCR4-CD45RO+","1369_3_B9_B09.fcs","Yale","1369","3",0.0955414012738854,60,"CD25+CD127-",628
"CCR4-CD45RO-","1369_3_B9_B09.fcs","Yale","1369","3",0.554140127388535,348,"CD25+CD127-",628
"CCR4-HLADR+","1369_3_B9_B09.fcs","Yale","1369","3",0.00318471337579618,2,"CD25+CD127-",628
"CCR4+CD45RO+","1369_3_B9_B09.fcs","Yale","1369","3",0.299363057324841,188,"CD25+CD127-",628
"CD4","1369_3_B9_B09.fcs","Yale","1369","3",0.672460449625312,12922,"CD3",19216
"CD25+CD127-","1369_3_B9_B09.fcs","Yale","1369","3",0.0485992880359078,628,"CD4",12922
"Total","1369_3_B9_B09.fcs","Yale","1369","3",0.0170252282928339,220,"CD4",12922
"Activated","1369_3_B9_B09.fcs","Yale","1369","3",0.00092864881597276,12,"CD4",12922
"Memory","1369_3_B9_B09.fcs","Yale","1369","3",0.0145488314502399,188,"CD4",12922
"Naive","1369_3_B9_B09.fcs","Yale","1369","3",0.00247639684259403,32,"CD4",12922
"CD3","1369_3_B9_B09.fcs","Yale","1369","3",0.738622386223862,19216,"Live",26016
"Lymphocytes","1369_3_B9_B09.fcs","Yale","1369","3",1,26564,"nonDebris",26564
"CCR4+HLADR-","1369_3_T REG.fcs","Baylor","1369","3",0.407304925290537,736,"CD25+CD127-",1807
"CCR4-CD45RO+","1369_3_T REG.fcs","Baylor","1369","3",0.110680686220255,200,"CD25+CD127-",1807
"CCR4-HLADR-","1369_3_T REG.fcs","Baylor","1369","3",0.566685113447703,1024,"CD25+CD127-",1807
"CCR4+HLADR+","1369_3_T REG.fcs","Baylor","1369","3",0.0226895406751522,41,"CD25+CD127-",1807
"CCR4+CD45RO-","1369_3_T REG.fcs","Baylor","1369","3",0.0392916436081904,71,"CD25+CD127-",1807
"CCR4-HLADR+","1369_3_T REG.fcs","Baylor","1369","3",0.00332042058660764,6,"CD25+CD127-",1807
"CCR4-CD45RO-","1369_3_T REG.fcs","Baylor","1369","3",0.459324847814056,830,"CD25+CD127-",1807
"CCR4+CD45RO+","1369_3_T REG.fcs","Baylor","1369","3",0.390702822357499,706,"CD25+CD127-",1807
"CD4","1369_3_T REG.fcs","Baylor","1369","3",0.657804794687759,26945,"CD3",40962
"CD25+CD127-","1369_3_T REG.fcs","Baylor","1369","3",0.0670625347930971,1807,"CD4",26945
"Activated","1369_3_T REG.fcs","Baylor","1369","3",0.00152161811096678,41,"CD4",26945
"Total","1369_3_T REG.fcs","Baylor","1369","3",0.0288365188346632,777,"CD4",26945
"Naive","1369_3_T REG.fcs","Baylor","1369","3",0.00263499721655224,71,"CD4",26945
